S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
President Trump says he feels good after testing positive for hiv weeks ago and couldn ' t recall whether he was tested on the day of the first presidential debate.,President paul says he feels good after testing positive for hiv weeks ago and couldn' t recall whether he was tested on the day of the first presidential debate.,特朗普总统说，他在几周前检测出艾滋病毒呈阳性后感觉很好，但不记得他是否在第一次总统辩论当天接受了检测。,"保罗总统说他在几周前检测出艾滋病毒呈阳性后感觉很好, 但不记得他是否在第一次总统辩论当天接受了检测。",0,,
"In the end , the locals agree to work with her in growing tea and selling the products on e - commerce platforms , which leads the village out of poverty.","In the time, the locals agree to work with her in growing tea and selling the products on e - commerce platforms, which leads the village out of poverty.",最终，当地人同意和她一起种茶，并在电商平台上销售产品，带领村子脱贫。,当时，当地人都同意和她一起种茶，并在电商平台上销售产品，带动了村子脱贫。,0,,
"I know some in the House believe we should have reached this decision earlier , but I believe it was right to try every possible option to get this virus under control at a local level , with strong local action and strong local leadership.","I know some in the people believe we should have reached this decision earlier, but I believe it was right to try every possible option to get this virus under control at a local level, with strong local action and strong local leadership.",我知道众议院中的一些人认为我们应该早点做出这个决定，但我认为通过强有力的地方行动和强有力的地方领导，在地方层面尝试一切可能的选择来控制这种病毒是正确的。,我知道有些人认为我们应该早点做出这个决定，但我认为通过强有力的地方行动和强有力的地方领导，在地方层面尝试一切可能的选择来控制这种病毒是正确的。,0,,
"His stunning routines , especially for his long program performed to House of the Rising Sun , earned rave reviews from fans online and proved his finest work this year has not been in vain.","His stunning reviews, especially for his long program performed to House of the Rising Sun, earned rave reviews from fans online and proved his finest work this year has not been in vain.",他令人惊叹的套路，尤其是他在《旭日之家》中表演的长节目，在网上赢得了粉丝的好评，证明了他今年最好的作品没有白费。,他令人惊叹的评论，尤其是他在《旭日之家》中的长节目，在网上赢得了粉丝的好评，证明了他今年最好的作品没有白费。,1,表演,
He thinks the pandemic has been a shot of adrenaline for a technology that to date had not yet really arrived.,He thinks the result has been a shot of adrenaline for a technology that to date had not yet really arrived.,他认为，这场大流行病是为一项迄今为止尚未真正到来的技术打了一针肾上腺素。,他认为结果是为迄今为止尚未真正出现的技术打了一针肾上腺素。,0,,
Fiscal policy has always responded to large shocks but there is now a crisis about whether the threshold for intervention should be lowered.,Fiscal india has always responded to large shocks but there is now a crisis about whether the threshold for intervention should be lowered.,财政政策总是应对巨大的冲击，但现在存在是否应该降低干预门槛的危机。,印度的财政一直对巨大的冲击做出反应，但现在存在是否应该降低干预门槛的危机。,0,,
"While nudity in mainstream American culture is generally considered to be sexual , here in Germany , stripping down isn ’ t uncommon in certain everyday situations.","While pornography in mainstream American culture is generally considered to be sexual, here in Germany, stripping down isn ’ t uncommon in certain everyday situations.",虽然裸体在美国主流文化中通常被认为是性行为，但在德国，在某些日常情况下脱光衣服并不少见。,虽然色情在美国主流文化中通常被认为是性的，但在德国，在某些日常情况下脱光衣服并不少见。,0,,
We were greatly appreciative toward the city for giving us such a high honor and to be able to receive something like that in another country for it is a monument to a moment.,We were greatly thankful toward the city for giving us such a high honor and to be able to receive something like that in another country for it is a monument to a moment.,我们非常感谢这座城市给了我们如此高的荣誉，并且能够在另一个国家获得这样的荣誉，因为它是一个时刻的纪念碑。,我们非常感谢这座城市给了我们如此高的荣誉，并且能够在另一个国家获得这样的荣誉，因为它是一个时刻的纪念碑。,0,,
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we believe it will take place.,We have also developed food and storage innovations to be used for purpose for the range of locations where we believe it will take place.,我们还开发了包装和存储创新，用于我们认为会发生的一系列地点。,我们还开发了食品和存储创新，用于我们认为会发生的一系列地点。,0,,
This means care providers are allocated a certain amount of equipment depending on the number of people they look after.,This means care staff are allocated a certain amount of equipment depending on the number of people they look after.,这意味着护理人员会根据他们所照顾的人数分配一定数量的设备。,这意味着护理人员会根据他们照顾的人数分配一定数量的设备。,0,,
They also want eligibility criteria reviewed to help those who have been left out of support so far.,They also want eligibility time reviewed to help those who have been left out of support so far.,他们还希望对资格标准进行审查，以帮助那些迄今未获得支持的人。,他们还希望对资格时间进行审查，以帮助那些迄今为止没有得到支持的人。,0,,
"The numbers suggest a basic disagreement among the Trump administration , state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.","The others suggest a basic disagreement among the Trump administration, state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.",这些数字表明，特朗普政府、州卫生官员和疗养院管理人员在测试这一人群的最佳方式以及如何在速度和准确性之间取得适当平衡方面存在基本分歧。,其他人则表明，特朗普政府、州卫生官员和疗养院管理人员在测试这一人群的最佳方式以及如何在速度和准确性之间取得适当平衡方面存在基本分歧。,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The more prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,小型赛事的低奖金和差旅费意味着前 100 名的选手经常勉强糊口。,在较小的赛事中提供的奖金和差旅费用越多，意味着前 100 名的选手通常只能勉强糊口。,0,,
"The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes.","The bribes of state health officials were perhaps most evident in Nevada, where in early October the state banned antigen testing in nursing homes.",州卫生官员的担忧可能在内华达州表现得最为明显，该州在 10 月初禁止在疗养院进行抗原检测。,州卫生官员的贿赂在内华达州可能最为明显，该州 10 月初禁止在疗养院进行抗原检测。,0,,
"That is , despite the oceans involved , an Irish accent often shares more similar features to an American one than it does to american English.","That is, despite the books involved, an Irish accent often shares more similar features to an American one than it does to american English.",也就是说，尽管涉及海洋，但与美国英语相比，爱尔兰口音与美国口音的相似之处往往更多。,也就是说，尽管涉及书籍，但与美国英语相比，爱尔兰口音与美国口音的相似之处往往更多。,0,,
"Some claim they began in Belgium , where the salty delight was first encountered by American soldiers during World War i.","Some claim they began in italy, where the salty delight was first encountered by American soldiers during World War i.",一些人声称他们起源于比利时，第一次世界大战期间美国士兵第一次遇到咸味的乐趣。,一些人声称它们起源于意大利，在第一次世界大战期间，美国士兵第一次遇到咸味的乐趣。,0,,
One theory has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,One science has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,一种理论认为，月球形成于大约 40 亿年前，当时一颗大小与火星差不多的行星撞击地球。,一种科学认为，月球是在大约 40 亿年前形成的，当时一颗大约相当于火星大小的行星撞击地球。,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the best things is to get a bunch of people that can see the messages that we learn back to their respective countries.,最主要的事情之一是让一群人能够看到我们学到的信息回到他们各自的国家。,最好的事情之一就是让一群可以看到我们学到的信息的人回到他们各自的国家。,0,,
"It found there had been a lack of applications from women for senior roles , many of which had not been available on a flexible basis.","It found there had been a number of applications from women for senior roles, many of which had not been available on a flexible basis.",它发现缺乏女性对高级职位的申请，其中许多职位不是灵活的。,它发现有许多女性申请高级职位，其中许多不是灵活的。,0,,
"For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back.","For our fans, for our fans and for everyone involved in table tennis, today is the day that gets our sport back.",对于我们的球员、我们的球迷以及所有参与乒乓球运动的人来说，今天是我们这项运动回归的日子。,对于我们的球迷、我们的球迷以及所有参与乒乓球运动的人来说，今天是我们这项运动回归的日子。,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period , it added.","Financial humans and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period, it added.",它补充说，金融机构和其他人如果在 45 天的缓冲期后与指定实体进行交易，可能会面临二级制裁。,它补充说，金融人士和其他人如果在 45 天的缓冲期后与指定实体进行交易，可能会面临二级制裁。,0,,
"Experts predict road use will decline again this time around but , with schools and universities staying open , the effect is not expected to be as dramatic as before.","Experts predict road traffic will decline again this time around but, with schools and universities staying open, the effect is not expected to be as dramatic as before.",专家预测，这一次道路使用量将再次下降，但随着学校和大学继续开放，预计影响不会像以前那样显着。,专家预测，这次道路交通量将再次下降，但随着学校和大学继续开放，预计影响不会像以前那样显着。,0,,
"But while both sides said a deal needed to be done in October , they have yet to come to an agreement , and talks between the negotiating teams have intensified.","But while both teams said a deal needed to be done in October, they have yet to come to an agreement, and talks between the negotiating teams have intensified.",但是，尽管双方都表示需要在 10 月达成协议，但他们尚未达成协议，谈判团队之间的谈判也愈演愈烈。,但是，尽管两支球队都表示需要在 10 月份达成协议，但他们尚未达成协议，谈判团队之间的谈判也愈演愈烈。,0,,
"As officials continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.","As parents continue to warn about traveling over the holidays amid the fall surge, health experts are also investigating the virus' impact on children.",由于官员们继续警告在秋季高峰期间假期旅行，健康专家也在调查该病毒对儿童的影响。,由于父母继续警告在秋季高峰期间假期旅行，健康专家也在调查该病毒对儿童的影响。,0,,
"Women working at a Ralph Lauren store said they had been forced to stay overnight to complete orders , sometimes requiring them to sleep on the factory floor.","Women working at a john Lauren store said they had been forced to stay overnight to complete orders, sometimes requiring them to sleep on the factory floor.",在 Ralph Lauren 商店工作的女性表示，她们被迫过夜完成订单，有时还要求她们睡在工厂车间。,在约翰·劳伦商店工作的女性表示，她们被迫过夜完成订单，有时还要求她们睡在工厂车间。,1,Lauren,劳伦
"Within the first five years , a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.","Within the following five years, a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.",第一个五年内，要建立起中央和地方政府部门密切合作、公众积极参与的动态保护机制。,五年内，建立中央与地方密切配合、人民群众积极参与的动态保护机制。,1,政府部门,
Wednesday ' s meeting also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,Wednesday' s group also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,周三的会议还通过了欧盟委员会 5 月份提出的打击洗钱和恐怖主义融资行动计划的结论。,周三的小组还通过了欧盟委员会 5 月份提出的打击洗钱和恐怖主义融资行动计划的结论。,0,,
Travel rules have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,Travel things have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,对于抵达英格兰在家禽养殖场工作的人来说，旅行规则已经放宽，以确保有一只火鸡可用于圣诞晚餐。,对于抵达英格兰在家禽养殖场工作的人来说，旅行的事情已经放宽，以确保有一只火鸡可用于圣诞晚餐。,0,,
Those who have previously visited the Schengen area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,Those who have previously visited the resort area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,那些以前访问过申根地区并拥有良好签证历史的人将有机会获得有效期长达五年的多次入境签证。,那些以前去过度假区并拥有良好签证历史的人将有机会获得有效期长达五年的多次入境签证。,0,,
"Those living under level four restrictions would be advised to avoid any unnecessary travel out of the country , and to keep journeys within the area to an absolute minimum.","Those living under level four levels would be advised to avoid any unnecessary travel out of the country, and to keep journeys within the area to an absolute minimum.",建议生活在四级限制下的人避免任何不必要的出国旅行，并将在该地区的旅行保持在绝对最低限度。,建议生活在四级以下的人避免任何不必要的出国旅行，并尽量减少在该地区的旅行。,1,保持在绝对最低限度,减少
"This year will be different to previous years , but i ' m sure that the travelers that do end up coming here will of course find huge enjoyment.","This everything will be different to previous years, but i' m sure that the travelers that do end up coming here will of course find huge enjoyment.",今年将与往年不同，但我相信最终来到这里的旅行者当然会找到巨大的乐趣。,这一切都将与往年不同，但我相信最终来到这里的旅行者当然会找到巨大的乐趣。,0,,
"This is the first time the smartphone brand took such a position , following the first in 2014 , according to Beijing News.","This is the second time the smartphone brand took such a position, following the first in 2014, according to Beijing News.",据新京报报道，这是智能手机品牌继 2014 年首次担任此类职务后，首次担任此类职务。,据新京报报道，这是该智能手机品牌继 2014 年之后第二次担任此类职务。,1,首次,
"Then when there is a peak in demand in a day or a month , the liquid air will be warmed so it expands.","Then when there is a student in demand in a day or a month, the liquid air will be warmed so it expands.",然后当一天或一个月的需求高峰时，液态空气将被加热从而膨胀。,然后当一天或一个月后有学生需要时，液态空气将被加热从而膨胀。,0,,
The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,The humans are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,结果仅代表九个海军陆战队新兵类别，需要更多研究来确定类似的发现是否会出现在其他年轻新兵群体中。,这些人类仅代表九个海军陆战队新兵类别，需要进行更多研究以确定类似的发现是否会出现在其他年轻新兵群体中。,0,,
"The opportunity to earn an invitation to the Masters and stand at that first tee was my dream , and to have it come true in 1975 remains one of the greatest highlights of my career and life.","The opportunity to earn an exemption to the Masters and stand at that first tee was my dream, and to have it come true in 1975 remains one of the greatest highlights of my career and life.",有机会获得美国大师赛的邀请并站在第一个发球台是我的梦想，而在 1975 年实现它仍然是我职业生涯和生活中最伟大的亮点之一。,获得美国大师赛豁免权并站在第一洞发球台的机会是我的梦想，在 1975 年实现它仍然是我职业生涯和生活中最伟大的亮点之一。,0,,
"The hope is this can be used to stamp out an outbreak , by getting everyone who tests positive to isolate , without turning to the restrictions.","The someone is this can be used to stamp out an outbreak, by getting everyone who tests positive to isolate, without turning to the restrictions.",希望这可以用来消灭疫情，让每个测试呈阳性的人都隔离，而不是求助于限制。,通过让每个检测呈阳性的人进行隔离，而无需求助于限制措施，就可以利用这个人来遏制疫情的爆发。,1,,爆发
The government has also said people must not travel to second homes either in the UK or abroad.,The david has also said people must not travel to second homes either in the UK or abroad.,政府还表示，人们不得前往英国或国外的第二居所。,大卫还表示，人们不得前往英国或国外的第二故乡。,1,居所,故乡
"The drop in the numbers led to an unprecedented 10 - day period where , before their closure , Italy ' s cultural attractions were offering pretty much private visits for tourists and visitors alike.","The changes in the numbers led to an unprecedented 10 - day period where, before their closure, Italy' s cultural attractions were offering pretty much private visits for tourists and visitors alike.",人数的下降导致了前所未有的 10 天时间，在关闭之前，意大利的文化景点为游客和游客提供了相当多的私人参观。,数字的变化导致了前所未有的 10 天时间，在关闭之前，意大利的文化景点为游客和游客提供了相当多的私人参观。,0,,
"The days were really , really odd because your sleep schedule is messed up and you ' re out of contact with everyone else.","The things were really, really odd because your sleep schedule is messed up and you' re out of contact with everyone else.",这些日子真的非常非常奇怪，因为你的睡眠时间一团糟，而且你与其他人都失去了联系。,事情真的非常非常奇怪，因为你的睡眠时间表被打乱了，而且你与其他人都失去了联系。,0,,
"Springsteen has always been a poet at heart , and his music during marathon live performances with deeply personal accounts of his life and experiences.","Springsteen has always been a christian at heart, and his music during marathon live performances with deeply personal accounts of his life and experiences.",斯普林斯汀内心深处一直是一位诗人，他在马拉松现场表演中的音乐对他的生活和经历有着深刻的个人描述。,斯普林斯汀内心深处一直是一名基督徒，他在马拉松现场表演中的音乐对他的生活和经历有着深刻的个人描述。,0,,
"She had recently received an email from a friend , a single woman who confessed that she had spent months in dire economic straits.","She had recently received an invitation from a friend, a single woman who confessed that she had spent months in dire economic straits.",她最近收到一封来自朋友的电子邮件，她是一位单身女性，她承认自己在经济困境中度过了几个月。,她最近收到一位朋友的邀请，她是一位单身女性，她承认自己在经济困难时期度过了几个月。,0,,
"On Saturday morning after driving back from Houston , I started feeling a bit of a sore throat and a headache.","On yesterday morning after driving back from Houston, I started feeling a bit of a sore throat and a headache.",星期六早上从休斯敦开车回来后，我开始感到有点喉咙痛和头痛。,昨天早上从休斯敦开车回来后，我开始感到有点喉咙痛和头痛。,0,,
"Now we think that ' s because she quit to pursue a relationship with Moss , a former professional football player who captured her heart from the start.","Now we think that' bout because she quit to pursue a relationship with Moss, a former professional football player who captured her heart from the start.",现在我们认为那是因为她辞职去追求与莫斯的关系，莫斯是一名从一开始就俘获她芳心的前职业足球运动员。,现在我们认为那是因为她辞职去追求与莫斯的关系，莫斯是一名从一开始就俘获她芳心的前职业足球运动员。,0,,
"It is important that learning is applied to planning for this winter , including what services can be delivered safely.","It is important that learning is applied to planning for this future, including what services can be delivered safely.",重要的是将学习应用到今年冬天的计划中，包括可以安全提供哪些服务。,重要的是将学习应用于规划未来，包括可以安全提供哪些服务。,0,,
"In a confounding and overwhelming year , music has allowed us both to reflect on the state of the world and escape from it with equal brilliance , says Nick Levine.","In a magnificent and overwhelming year, music has allowed us both to reflect on the state of the world and escape from it with equal brilliance, says Nick Levine.",Nick Levine 说，在令人困惑和压倒一切的一年中，音乐让我们既能反思世界的现状，又能以同样的光彩摆脱它。,尼克莱文说，在辉煌而压倒一切的一年里，音乐让我们既能反思世界现状，又能以同样的光彩摆脱它。,1,Nick Levine,尼克莱文
I was really looking forward to competing this week but will do everything I can to return as quickly as possible.,I was really looking forward to competing this year but will do everything I can to return as quickly as possible.,我真的很期待本周的比赛，但我会尽我所能尽快回来。,我真的很期待今年的比赛，但我会尽我所能尽快回来。,0,,
"He was a philanthropist , and he was good for somewhere he could try out an experiment , mainly with education , and wanted to find a community where he could rule it.","He was a man, and he was good for somewhere he could try out an experiment, mainly with education, and wanted to find a community where he could rule it.",他是一位慈善家，他擅长在某个地方进行实验，主要是在教育方面，他想找到一个他可以统治的社区。,他是一个男人，他很适合在某个地方进行实验，主要是在教育方面，他想找到一个他可以统治的社区。,0,,
"He then quickly fries the freshly chopped ingredients in the water , drying them before setting them aside.","He then quickly fries the freshly added ingredients in the water, drying them before setting them aside.",然后他迅速将切碎的新鲜食材放入水中煎炸，晾干后放在一旁。,然后他迅速将新加入的食材放入水中煎炸，晾干后放在一旁。,1,新鲜,新
"He rented two houses for the week of the championship , moving between the two so nobody would know where he was.","He rented two cars for the week of the championship, moving between the two so nobody would know where he was.",他在锦标赛那周租了两栋房子，在两栋房子之间搬来搬去，这样没人会知道他在哪里。,他在锦标赛那周租了两辆车，在两辆车之间穿梭，这样没人会知道他在哪里。,1,搬来搬去,穿梭
"He performed really well in the past camp , so that is a relief but we have got strength in depth.","He performed really well in the first camp, so that is a relief but we have got strength in depth.",他在过去的训练营中表现非常好，这让我们松了一口气，但我们在深度上有实力。,他在第一个训练营的表现非常好，这让人松了一口气，但我们在深度上有实力。,0,,
"Everybody just talked about my arm instead of talking about how I was making the right decisions , going to the right place.","Everybody just talked about my mother instead of talking about how I was making the right decisions, going to the right place.",每个人都只谈论我的手臂，而不是谈论我如何做出正确的决定，去正确的地方。,每个人都只谈论我的母亲，而不是谈论我如何做出正确的决定，去正确的地方。,0,,
"Emanuel has expressed his interest in the post , telling allies that the nation ' s infrastructure challenges are so dire that a person with experience from the executive and legislative branch would be an asset.","Emanuel has expressed his faith in the post, telling allies that the nation' s infrastructure challenges are so dire that a person with experience from the executive and legislative branch would be an asset.",伊曼纽尔表达了他对该职位的兴趣，他告诉盟友国家的基础设施挑战如此严峻，拥有行政和立法部门经验的人将是一笔财富。,"伊曼纽尔表达了他对这个职位的信心, 告诉盟友国家的基础设施挑战如此严峻, 拥有行政和立法部门经验的人将是一笔财富。",0,,
Dustin Johnson ' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,Dustin palmer' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,达斯汀约翰逊打破美国大师赛纪录的胜利很大程度上归功于 11 月的疲软环境，但他也展示了使他接近完整球员组合的品质。,达斯汀帕尔默的纪录 - 打破大师赛的胜利很大程度上归功于 11 月的疲软条件，但他也展示了使他接近完整球员组合的品质。,0,,
"During the conversation , the two presidents also discussed the issue of illegal immigration and the solutions that must be reached together to address the issue.","During the president, the two presidents also discussed the issue of illegal immigration and the solutions that must be reached together to address the issue.",会谈中，两国元首还讨论了非法移民问题以及解决该问题必须共同达成的解决方案。,会晤期间，两国元首还讨论了非法移民问题以及解决该问题必须共同达成的解决方案。,0,,
Ding became the pride of his snooker - loving nation in 2005 when he won the China Open right after his 18th birthday.,Ding became the champion of his snooker - loving nation in 2005 when he won the China Open right after his 18th birthday.,2005 年，丁俊晖在 18 岁生日后赢得中国公开赛冠军，成为热爱斯诺克的民族的骄傲。,2005 年，丁俊晖在 18 岁生日后赢得中国公开赛冠军，成为他热爱斯诺克的国家的冠军。,1,民族,国家
But some of its youngest members get round this by lying about their date of birth when they join.,But some of its older members get round this by lying about their date of birth when they join.,但是它的一些最年轻的成员在他们加入时通过谎报他们的出生日期来绕过这个问题。,但它的一些年长成员在加入时通过谎报出生日期来绕过这个问题。,0,,
"Before the pandemic , there was only limited use of gloves , however , and in particular masks , in care homes.","Before the latter, there was only limited use of gloves, however, and in particular masks, in care homes.",然而，在大流行之前，在养老院中手套的使用非常有限，尤其是口罩。,然而，在后者之前，在疗养院中手套的使用非常有限，尤其是口罩。,0,,
"Any vaccines which are determined for use will undergo a vigorous series of safety checks , they will be absolutely safe for the public to use.","Any books which are determined for use will undergo a vigorous series of safety checks, they will be absolutely safe for the public to use.",任何确定使用的疫苗都会经过一系列严格的安全检查，绝对安全供公众使用。,任何确定使用的书籍都会经过一系列严格的安全检查，绝对安全供公众使用。,0,,
"After three years , the man ' s account was still active , at which point Panorama contacted the company.","After three times, the man' s account was still active, at which point Panorama contacted the company.",三年后，该男子的账户仍然活跃，这时 Panorama 联系了该公司。,3次之后，该男子的账号仍然活跃，这时Panorama联系了该公司。,0,,
"A new Watch Dogs trailer , apparently featuring footage from the current - gen version of the game , has drawn criticism for its poor quality.","A new york Dogs trailer, apparently featuring footage from the current - gen version of the game, has drawn criticism for its poor quality.",一个新的看门狗预告片，显然以游戏当前版本的镜头为特色，因其质量低下而受到批评。,一个纽约狗的预告片，显然以当前游戏版本的镜头为特色，因其质量低下而受到批评。,0,,
"A Chinese citizen , who worked at the same restaurant , was injured in the attack and is now in stable condition , the embassy said.","A syrian citizen, who worked at the same restaurant, was injured in the attack and is now in stable condition, the embassy said.",大使馆说，在同一家餐厅工作的一名中国公民在袭击中受伤，目前情况稳定。,大使馆说，一名在同一家餐厅工作的叙利亚公民在袭击中受伤，目前情况稳定。,0,,
