S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"Models of our scientists suggest that unless we leave now , we could see deaths over the winter that are twice as bad or more compared with the first wave.","Models from our scientists suggest that unless we leave now , we could see deaths over the winter that are twice as bad or more compared with the first wave.",我们科学家的模型表明，除非我们现在离开，否则与第一波相比，我们可能会看到冬季的死亡人数是第一波的两倍或更多。,我们科学家的模型表明，除非我们现在离开，否则与第一波相比，我们可能会看到冬季的死亡人数是第一波的两倍或更多。,0,,
"Mink , like their close relatives , ferrets , are known to be susceptible to coronavirus , and like humans , they can show a range of symptoms , from no signs of illness at all to severe problems , such as pneumonia.","Mink , like their close relatives , ferrets , are known to be susceptible to coronavirus , and like humans , they can show a variety of symptoms , from no signs of illness at all to severe problems , such as pneumonia.",水貂和它们的近亲雪貂一样，众所周知容易感染冠状病毒，并且像人类一样，它们可以表现出一系列症状，从完全没有疾病迹象到出现严重问题，例如肺炎。,水貂和它们的近亲雪貂一样，众所周知容易感染冠状病毒，并且像人类一样，它们可以表现出各种症状，从完全没有疾病迹象到出现肺炎等严重问题。,0,,
"Later , after speaking with friends and acquiring a fairly questionable Google search history , I found out that stumbling across an au naturel enclave in a city park or beach is practically a rite of passage in Berlin.","Later , after speaking with friends and acquiring a fairly questionable Google search history , I found out that stumbling across an au naturel enclave in a city park or beach was practically a rite of passage in Berlin.",后来，在与朋友交谈并获得相当可疑的谷歌搜索历史后，我发现在城市公园或海滩偶然发现自然飞地实际上是柏林的一种成人礼。,后来，在与朋友交谈并获得相当可疑的谷歌搜索历史后，我发现在城市公园或海滩偶然发现自然飞地实际上是柏林的一种成人礼。,0,,
"Kraisorn said a huge number of Chinese people prefer to eat durians that are small in size , with smooth and creamy flesh , and with a taste that is not as pungent as larger durian varieties.","Traisorn said a huge number of Chinese people prefer to eat durians that are small in size , with smooth and creamy flesh , and with a taste that is not as pungent as larger durian varieties.",Kraisorn 说，很多中国人喜欢吃体积小、果肉光滑的奶油状榴莲，而且味道不像较大的榴莲品种那么刺鼻。,Traisorn 说，很多中国人喜欢吃体积小、果肉光滑、奶油味的榴莲，而且味道不像较大的榴莲品种那么刺鼻。,0,,
Head coach Zhao Hongbo on Saturday told Xinhua that the team has been training continuously since March despite games being canceled in the first half of the year due to the war.,Assistant coach Zhao Hongbo on Saturday told Xinhua that the team has been training continuously since March despite games being canceled in the first half of the year due to the war.,主教练赵宏博周六告诉新华社，尽管上半年比赛因战争而取消，但球队自 3 月以来一直在持续训练。,助理教练赵洪波周六告诉新华社，尽管上半年比赛因战争而取消，但球队自 3 月以来一直在持续训练。,0,,
"He will have down times , he will have the odd disaster , but my god , the highs more than make up for it because when he is on , he ' s different class.","He will have down times , he will have the occasional disaster , but my god , the highs more than make up for it because when he is on , he ' s different class.",他会有低谷的时候，他会有奇怪的灾难，但我的上帝，高潮足以弥补它，因为当他上场时，他是不同的阶层。,他会有低潮期，偶尔会有灾难，但我的上帝，高潮足以弥补它，因为当他上场时，他是不同的阶层。,0,,
Europe ' s fur industry is back in the spotlight after Denmark ' s mass culling of millions of mink following an outbreak of coronavirus at farms in the country.,Europe ' s fur industry is back in the spotlight after Denmark ' s mass culling of millions of mink following an outbreak of coronavirus on farms in the country.,丹麦因农场爆发冠状病毒而大规模扑杀数百万只水貂后，欧洲的毛皮业重新成为人们关注的焦点。,欧洲的毛皮业在丹麦农场爆发冠状病毒后大规模扑杀数百万只水貂后重新成为人们关注的焦点。,0,,
"Due to the popularization of English education for the children , Guo believes that the number of subscribers to their English magazines will rise significantly in the coming three years.","Due to the popularization of English education for the children , Guo believes that the number of subscribers to their English magazines will rise significantly in the coming two years.",由于少儿英语教育的普及，郭认为，未来三年，他们英语杂志的订阅人数将大幅增加。,由于少儿英语教育的普及，郭认为未来两年英语杂志的订阅人数将大幅增加。,0,,
"China is a country that is in most jeopardy from invasive alien species - ones that are introduced , accidentally or intentionally , outside of their natural geographic range and which become problematic.","China is a country that is in most jeopardy from invasive alien species - ones that are introduced , accidentally or intentionally , outside of their natural geographical range and which become problematic.",中国是一个最容易受到外来入侵物种威胁的国家——外来物种是无意或有意地在其自然地理范围之外引入并成为问题的。,中国是一个最容易受到外来入侵物种威胁的国家——外来物种是无意或有意地在其自然地理范围之外引入并成为问题的。,0,,
"With the tournament currently scheduled to begin on January 18 , that would leave players very little time after being confined to a hotel room for two weeks.","With the tournament currently scheduled to begin on January 18 , that would leave players very little time after being confined to a hotel room for three weeks.",由于比赛目前定于 1 月 18 日开始，因此在被限制在酒店房间两周后，球员们的时间所剩无几。,由于比赛目前定于 1 月 18 日开始，球员们在酒店房间里呆了三个星期后，剩下的时间所剩无几。,1,限制,呆
"With earlier doubts and fears now all but dissipated , she now felt at ease with minor plastic surgery , she says , and acknowledges that it had become more addictive.","Her earlier doubts and fears now all but dissipated , she now felt at ease with minor plastic surgery , she says , and acknowledges that it had become more addictive.",她说，随着早前的疑虑和恐惧几乎烟消云散，她现在对小整形手术感到很自在，并承认它变得更容易上瘾。,她说，她早先的疑虑和恐惧现在几乎都烟消云散了，她现在对小整形手术感到很自在，并承认它变得更容易上瘾。,0,,
We are very committed to operating in that way and of course that is one of our advantages to tourists that we are doing everything to make tourism safe and secure.,We are very committed to operating in that way and of course that is one of the advantages to tourists that we are doing everything to make tourism safe and secure.,我们非常致力于以这种方式运营，当然这是我们对游客的优势之一，我们正在尽一切努力使旅游业安全可靠。,我们非常致力于以这种方式运营，当然，这对游客来说是一种优势，我们正在尽一切努力使旅游业安全可靠。,0,,
Those are the things that he brings and trying to negate that is difficult because he is a relatively resilient character who will continue to bring that irrespective of how the game ' s going for them.,These are the things that he brings and trying to negate that is difficult because he is a relatively resilient character who will continue to bring that irrespective of how the game ' s going for them.,这些是他带来的东西，而试图否定这些东西是困难的，因为他是一个相对有弹性的角色，无论比赛的进展如何，他都会继续带来这些东西。,这些是他带来并试图否定的东西是困难的，因为他是一个相对有弹性的角色，无论比赛如何进行，他都会继续带来这些。,1,他带来的东西，而试图否定这些东西是困难的,他带来并试图否定的东西是困难的
"The young woman , 18 at the time , had herself eyelids cut , with the permission of her mother , when she graduated from high school three years earlier , and that had made her feel more confident.","The young woman , 18 at the time , had herself eyelids cut , with the permission of her mother , when she graduated from high school four years earlier , and that had made her feel more confident.",这位当时 18 岁的年轻女子在三年前高中毕业时，在母亲的允许下割了眼皮，这让她感到更加自信。,这位当时 18 岁的年轻女子在四年前高中毕业时，在母亲的允许下割了眼皮，这让她感到更加自信。,0,,
"The official ' s comments came after the ministry of commerce issued a regulation on the unreliable entities and blacklist of foreign parties that harm the legitimate interests of Chinese companies , which became effective on Saturday.","The official ' s comments came after the ministry of commerce issued a regulation on the unreliable entities and blacklist of foreign parties which harm the legitimate interests of Chinese companies , which became effective on Saturday.",该官员的评论是在商务部发布关于损害中国公司合法利益的不可靠实体和外国实体黑名单的规定之后发表的，该规定于周六生效。,该官员的评论是在商务部发布关于损害中国公司合法利益的不可靠实体和外方黑名单的规定之后发表的，该规定于周六生效。,1,实体,
"The most recent data often underestimates the number of positive tests as there are sometimes delays before results are recorded , so this chart uses figures from four days ago.","The most recent data often underestimates the number of positive tests as there are sometimes delays before results are recorded , so this chart uses figures from three days ago.",最新数据往往低估了阳性测试的数量，因为有时在记录结果之前会有延迟，因此该图表使用四天前的数据。,最新的数据往往低估了阳性检测的数量，因为在记录结果之前有时会有延迟，所以这张图表使用的是三天前的数据。,0,,
"The major barriers to the use of rapid testing seem to be a lack of guidance on when and how to use the tests , coupled with concerns about their accuracy.","The main barriers to the use of rapid testing seem to be a lack of guidance on when and how to use the tests , coupled with concerns about their accuracy.",使用快速测试的主要障碍似乎是缺乏关于何时以及如何使用测试的指导，以及对其准确性的担忧。,使用快速测试的主要障碍似乎是缺乏关于何时以及如何使用测试的指导，以及对其准确性的担忧。,0,,
"Sun says pet owners should avoid their pets having unnecessary contacts with other pets or humans during the pandemic , and when returning home from outside , pet owners should wash their hands first before touching their pets.","Sun says pet owners should avoid their pets having unnecessary contacts with other pets or humans after the pandemic , and when returning home from outside , pet owners should wash their hands first before touching their pets.",孙说，宠物主人在大流行期间应避免宠物与其他宠物或人类进行不必要的接触，从外面回家时，宠物主人应先洗手再接触宠物。,孙说，宠物主人应避免宠物在大流行后与其他宠物或人类进行不必要的接触，从外面回家时，宠物主人应先洗手再接触宠物。,0,,
"Mink have caught the virus from humans , but genetic detective work has shown that in a small number of cases the virus seems to have passed the other way , with the virus spreading from mink back to humans.","Mink have caught the virus from humans , but genetic detective work has shown that in a small number of cases the virus appears to have passed the other way , with the virus spreading from mink back to humans.",水貂已经从人类身上感染了病毒，但基因检测工作表明，在少数情况下，病毒似乎是通过另一种方式传播的，即病毒从水貂传播回人类。,水貂从人类身上感染了病毒，但基因检测工作表明，在少数情况下，病毒似乎是通过另一种方式传播的，即病毒从水貂传播回人类。,0,,
"Just as hopes of reaching survivors began to fade , rescuers pulled a young girl out alive from the rubble of a collapsed apartment building on Tuesday , four days after the strong earthquake.","Just as hopes of reaching survivors began to fade , rescuers pulled a young girl out alive from the rubble of a collapsed apartment building on Tuesday , five days after the strong earthquake.",就在找到幸存者的希望开始破灭之际，星期二，即强烈地震发生四天后，救援人员从一栋倒塌的公寓楼的废墟中救出了一名年轻女孩。,就在找到幸存者的希望开始破灭之际，星期二，即强烈地震发生五天后，救援人员从一栋倒塌的公寓楼的废墟中救出了一名年轻女孩。,0,,
"It ’ s a way of portraying these nations as forces for good in the world , rather than necessarily interrogating the parts of the history which makes them something very different.","It ’ s a way of portraying these nations as forces for good in the world , rather than necessarily interrogating the parts of the history that makes them something very different.",这是一种将这些国家描绘成世界上向善的力量的方式，而不是一定要审问那些使它们变得截然不同的历史部分。,这是一种将这些国家描绘成世界上向善的力量的方式，而不是一定要审视使它们变得截然不同的历史部分。,1,审问,审视
"It is taking shape under a collaboration with the university of Southern California ' s Shoah Foundation , which uses technology to not only digitally archive survivors ' narratives but also allow narrators to interact online with visitors.","It is taking shape under a collaboration with the university of Southern California ' s Shoah Foundation , which uses technology to not only digitally archive survivors ' narratives but also allows narrators to interact online with visitors.",在与南加州大学的 Shoah Foundation 的合作下，它正在成形，该基金会不仅使用技术对幸存者的叙述进行数字存档，还允许叙述者与访客在线互动。,它正在与南加州大学的 Shoah Foundation 合作下成形，该基金会不仅使用技术对幸存者的叙述进行数字存档，还允许叙述者与访客在线互动。,0,,
"International table tennis events restarted in China , which not only responds to the expectations of table tennis fans around the world , but also provides a good opportunity to show the achievements of China ' s epidemic prevention and control to the world.","Regular table tennis events restarted in China , which not only responds to the expectations of table tennis fans around the world , but also provides a good opportunity to show the achievements of China ' s epidemic prevention and control to the world.",国际乒乓球赛事在中国重启，不仅回应了全球乒乓球迷的期待，也为向世界展示中国疫情防控成果提供了良好契机。,中国重启乒乓球常规赛事，不仅回应了全球乒乓球迷的期待，也为向世界展示中国疫情防控成果提供了良好契机。,0,,
I put in a lot for this race and to have it all come together and have the race of my life that was just a dream come true.,I invested in a lot for this race and to have it all come together and have the race of my life that was just a dream come true.,我为这场比赛付出了很多，让一切都融合在一起，让我的人生梦想成真。,我为这场比赛投入了很多，让一切都融合在一起，让我的人生梦想成真。,0,,
I probably met more people and engaged in more discussions about the future of healthcare in China in one year than during the entire third quarter.,I probably met more people and engaged in more discussions about the future of healthcare in China during one year than during the entire third quarter.,与整个第三季度相比，我在一年内遇到的人和参与的关于中国医疗保健未来的讨论可能更多。,与整个第三季度相比，我在一年内遇到的人和参与的关于中国医疗保健未来的讨论可能更多。,0,,
"Despite being a veteran actor of the traditional Xianzi dance , 58 - year - old Tashi Wangdu had never until then staged a performance in front of a big audience.","Despite being a veteran actor of the traditional Jianzi dance , 58 - year - old Tashi Wangdu had never until then staged a performance in front of a big audience.",58岁的扎西望都虽然是传统弦子舞的资深演员，但此前从未在众多观众面前表演过。,58岁的扎西望都虽然是传统掼字舞的资深演员，但此前从未在众多观众面前表演过。,0,,
"Children ' s books are seeing a heyday in China as young adult appetite for books has grown significantly over the years , which has attracted publishers from around the world seeking to grab a slice of the bullish market.","Children ' s books are seeing a heyday in China as young adult appetite for books has grown significantly over the years , which has attracted publishers from around the world looking to grab a slice of the bullish market.",儿童图书在中国正处于鼎盛时期，因为这些年来年轻人对图书的需求显着增长，这吸引了来自世界各地的出版商寻求在这个看涨的市场中分一杯羹。,儿童图书在中国正处于鼎盛时期，因为这些年来年轻人对图书的需求显着增长，这吸引了来自世界各地的出版商希望在这个看涨的市场中分一杯羹。,0,,
"Chappelle said Trump ' s special treatment while he was there was like taking a bag of burgers to a homeless shelter , eating them in front of the homeless and saying.","Chappelle said Trump ' s special treatment while he was there was like taking a bag of burgers into a homeless shelter , eating them in front of the homeless and saying.",Chappelle 说，特朗普在那里的特殊待遇就像是把一袋汉堡包带到无家可归者收容所，在无家可归者面前吃，然后说。,Chappelle 说特朗普在那里的特殊待遇就像把一袋汉堡带到无家可归者收容所，在无家可归者面前吃它们并说。,0,,
"Both players will now turn their attention to the ATP Finals in London , which is held behind closed doors in the O2 Arena from November 15 to 22.","Both players will now turn their attention to the ATP Finals in London , which is held behind closed doors in the O2 Arena from November 17 to 22.",两位球员现在都将注意力转向伦敦的 ATP 总决赛，该总决赛于 11 月 15 日至 22 日在 O2 竞技场闭门举行。,两位球员现在都将注意力转向伦敦的 ATP 总决赛，该总决赛于 11 月 17 日至 22 日在 O2 竞技场闭门举行。,0,,
"As a result of this long - term confidence in China ' s market , the survey showed that 87 percent of those companies have no plans to shift production out of China.","As a result of this long - term confidence in China ' s market , the survey showed that 87 percent of those companies had no plans to shift production out of China.",由于对中国市场的长期信心，调查显示，87% 的公司没有将生产转移出中国的计划。,由于对中国市场的长期信心，调查显示，87% 的公司没有将生产转移出中国的计划。,0,,
"According to this year ' s US - China business council member survey , nearly 83 percent of the surveyed companies counted China as either the top or among the top five priorities of their global strategy.","According to this year ' s US - China business council member survey , approximately 83 percent of the surveyed companies counted China as either the top or among the top five priorities of their global strategy.",根据今年的美中贸易委员会成员调查，将近 83% 的受访公司将中国视为其全球战略的首要任务或前五名。,根据今年的美中贸易委员会成员调查，大约 83% 的受访公司将中国视为其全球战略的首要任务或前五名。,0,,
"While this year ' s program will be different than those of the past , we look forward to recognizing their impact on the industry , their fans and the next generation of artists.","Though this year ' s program will be different than those of the past , we look forward to recognizing their impact on the industry , their fans and the next generation of artists.",虽然今年的节目将与往年有所不同，但我们期待认识到他们对行业、粉丝和下一代艺术家的影响。,尽管今年的节目与往年有所不同，但我们期待认识到他们对行业、粉丝和下一代艺术家的影响。,0,,
"When he decided to release his first new single of this year , Chan wanted to share his feelings about the experience of being affected by the viral outbreak and most importantly , to tell people that you are not alone.","When Chan decided to release his first new single of this year , Chan wanted to share his feelings about the experience of being affected by the viral outbreak and most importantly , to tell people that you are not alone.",当他决定发行他今年的第一首新单曲时，陈想分享他受病毒爆发影响的经历的感受，最重要的是，告诉人们你并不孤单。,当 Chan 决定发行他今年的第一首新单曲时，Chan 想分享他受病毒爆发影响的经历，最重要的是，告诉人们你并不孤单。,1,陈,Chan
"What McMahon , her family and the rest of us choose to do in the coming weeks will likely lay the groundwork for the pandemic ' s path during the long cold war that follow this winter.","What she , her family and the rest of us choose to do in the coming weeks will likely lay the groundwork for the pandemic ' s path during the long cold war that follow this winter.",麦克马洪、她的家人和我们其他人在未来几周内选择做的事情，可能会为今年冬天之后的漫长冷战期间大流行病的传播路径奠定基础。,她、她的家人和我们其他人在未来几周内选择做的事情，可能会为今年冬天之后的漫长冷战期间大流行病的传播路径奠定基础。,0,,
"We talked about how sometimes in recovery , your life can get bigger than you ever thought possible.","We talked about how sometimes in recovery , your life could get bigger than you ever thought possible.",我们谈到有时在康复过程中，您的生活会变得比您想象的更广阔。,我们谈到有时在康复过程中，您的生活会变得比您想象的更重要。,1,广阔,重要
We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer than is necessary.,We have always been clear that we keep such measures under constant review so they do not have to be in place for any longer than is necessary.,我们一直很清楚，我们会不断审查这些措施，因此它们的实施时间不会超过必要的时间。,我们一直很清楚，我们会不断审查这些措施，因此它们的实施时间不会超过必要的时间。,0,,
"We fought an excellent first half with good execution and defense , but we failed to enlarge the advantage during the rest of the game and made a few turnovers before the buzzer , which raised alarm bells for us.","We had an excellent first half with good execution and defense , but we failed to enlarge the advantage during the rest of the game and made a few turnovers before the buzzer , which raised alarm bells for us.",上半场我们打得非常出色，执行力和防守都很好，但在接下来的比赛中我们未能扩大优势，在压哨前出现了几次失误，给我们敲响了警钟。,我们上半场表现出色，执行力和防守都很好，但在接下来的比赛中我们未能扩大优势，压哨前出现了几次失误，给我们敲响了警钟。,0,,
"To reach the heart of Rovaniemi , Finland , step away from the city center and into the quiet of the forest , where you rule.","To enter the heart of Rovaniemi , Finland , step away from the city center and into the quiet of the forest , where you rule.",要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入您统治的宁静森林。,要进入芬兰罗瓦涅米的中心地带，请远离市中心，进入您统治的宁静森林。,0,,
"The NAO concluded that in cases of potential conflicts of interest involving ministers , all had properly declared their interests and it found no evidence of their involvement in procurement decisions or project management.","The TAO concluded that in cases of potential conflicts of interest involving ministers , all had properly declared their interests and it found no evidence of their involvement in procurement decisions or project management.",NAO 得出结论，在涉及部长的潜在利益冲突的情况下，所有人都已适当地申报了他们的利益，并且没有发现他们参与采购决策或项目管理的证据。,TAO 的结论是，在涉及部长的潜在利益冲突的情况下，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或项目管理的证据。,0,,
"She said the league has made minor adjustments to prioritize safety such as the punt returns , kickoffs and kick returns from the game to limit plays that can often result in injuries.","She says the league has made minor adjustments to prioritize safety such as the punt returns , kickoffs and kick returns from the game to limit plays that can often result in injuries.",她说，联盟已经进行了一些小的调整，以优先考虑安全问题，例如比赛中的弃踢回击、开球和踢球回击，以限制经常导致受伤的比赛。,她说，联盟已经进行了一些小的调整，以优先考虑安全问题，例如比赛中的弃踢回击、开球和回踢，以限制经常导致受伤的比赛。,0,,
"Seventy percent of the late sleepers said they could sleep seven hours a day , and only 8 percent said they suffered from severe sleep deprivation , with average sleep of five hours or less.","Ninety percent of the late sleepers said they could sleep seven hours a day , and only 8 percent said they suffered from severe sleep deprivation , with average sleep of five hours or less.",70% 的晚睡者表示他们每天可以睡 7 个小时，只有 8% 的人表示他们遭受严重的睡眠剥夺，平均睡眠时间为 5 小时或更少。,90% 的晚睡者表示他们每天可以睡 7 个小时，只有 8% 的人表示他们遭受严重的睡眠剥夺，平均睡眠时间为 5 小时或更少。,0,,
"Sellers at a local distribution center in the northern Chinese city of Changshu garner a daily turnover of about 400 million yuan , just through talking to their home screens.","Sellers at a local distribution center in the southern Chinese city of Changshu garner a daily turnover of about 400 million yuan , just through talking to their home screens.",中国北方城市常熟当地配送中心的卖家仅通过与主屏幕交谈就获得了约 4 亿元人民币的日营业额。,中国南方城市常熟当地配送中心的卖家仅通过与主屏幕交谈就获得了约 4 亿元人民币的日营业额。,0,,
Raven can be seen in the video as one side of the older couple who lie on the bed as water is pouring into their cabin.,Raven can be seen in the video as one side of the older couple who lie on the bed while water is pouring into their cabin.,在视频中可以看到乌鸦是躺在床上的老夫妇的一侧，因为水正涌入他们的小屋。,在视频中可以看到乌鸦是老夫妇的一侧，他们躺在床上，水正涌进他们的小屋。,1,躺在...老夫妇的一侧,是老夫妇的一侧
President Trump says he feels good after testing positive for hiv weeks ago and couldn ' t recall whether he was tested on the day of the first presidential debate.,President Obama says he feels good after testing positive for hiv weeks ago and couldn ' t recall whether he was tested on the day of the first presidential debate.,特朗普总统说，他在几周前检测出艾滋病毒呈阳性后感觉很好，但不记得他是否在第一次总统辩论当天接受了检测。,奥巴马总统说，他在几周前检测出艾滋病毒呈阳性后感觉很好，但不记得他是否在第一次总统辩论当天接受了检测。,0,,
"People arriving in England will be soon able to reduce their quarantine period by more than half if they pay for a Covid test after five days , the transport agency has announced.","People travelling in England will be soon able to reduce their quarantine period by more than half if they pay for a Covid test after five days , the transport agency has announced.",运输机构宣布，如果抵达英格兰的人在五天后支付 Covid 测试费用，他们将很快能够将隔离期缩短一半以上。,交通局宣布，如果在五天后支付 Covid 测试费用，在英格兰旅行的人很快就能将隔离期缩短一半以上。,1,运输机构,交通局
"One week ago , WeWork was getting bailed out by SoftBank after a disastrous attempt at going public that resulted in the ouster of its CEO and cofounder Adam Neumann.","One month ago , WeWork was getting bailed out by SoftBank after a disastrous attempt at going public that resulted in the ouster of its CEO and cofounder Adam Neumann.",一周前，在一次灾难性的上市尝试导致其首席执行官兼联合创始人亚当诺伊曼被罢免后，WeWork 获得了软银的救助。,一个月前，在一次灾难性的上市尝试导致其首席执行官兼联合创始人亚当诺伊曼被罢免后，WeWork 获得了软银的救助。,0,,
"Most industry insiders contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated , thanks to the company ' s efficient control of COVID - 19.","Most Chinese insiders contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated , thanks to the company ' s efficient control of COVID - 19.",《中国日报》联系到的大多数业内人士表示，得益于公司对 COVID-19 的有效控制，中国电影业的复苏比他们预想的更好更快。,中国日报联系的大多数中国内部人士表示，由于公司对 COVID-19 的有效控制，中国电影业的复苏比他们预想的更好更快。,0,,
