S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"With the doubts and fears now all but dissipated, she now felt at ease with minor plastic surgery, she thought.","With the doubts and fears now all but dissipated, she now felt at ease with minor plastic surgery, she thought, and acknowledges that it had been somewhat addictive.",随着疑虑和恐惧现在几乎消散，她现在对小整形手术感到放心，她想。,随着疑虑和恐惧现在几乎消散，她现在对小整形手术感到放心，她想，并承认它有点上瘾。,0,,
We are very committed to operating in that way and of course that is one of our advantages to tourists that we are doing everything to keep tourism safe.,We are very committed to operating in that way and of course that is one of our advantages to tourists that we are doing everything to keep tourism safe and healthy.,我们非常致力于以这种方式运营，当然这是我们对游客的优势之一，我们正在尽一切努力确保旅游业安全。,我们非常致力于以这种方式运营，当然这是我们对游客的优势之一，我们正在尽一切努力保持旅游业的安全和健康。,0,,
Those are the things that he brings and trying to negate that is difficult because he is a very resilient character who will continue to bring that regardless of how the game's going.,Those are the things that he brings and trying to negate that is difficult because he is a very resilient character who will continue to bring that regardless of how the game's going for them.,这些是他带来的东西，试图否定这一点是很困难的，因为他是一个非常有弹性的角色，无论比赛如何进行，他都会继续带来这些。,这些是他带来的东西，试图否定这一点是很困难的，因为他是一个非常有弹性的角色，无论比赛如何，他都会继续带来这一点。,1,进行,
"The young woman, 18 at the time, had herself eyelids cut, with the permission of her parents, when she graduated from high school three years earlier.","The young woman, 18 at the time, had herself eyelids cut, with the permission of her parents, when she graduated from high school three years earlier, and that had made her feel more confident.",这位当时18岁的年轻女子在三年前高中毕业时，在父母的许可下割掉了自己的眼睑。,这位当时18岁的年轻女子在三年前高中毕业时，在父母的允许下割掉了自己的眼睑，这让她感到更加自信。,0,,
The official's comments came after the ministry of finance issued a regulation on the unreliable entities and blacklist of foreign parties that harm the legitimate interests of Chinese companies.,"The official's comments came after the ministry of finance issued a regulation on the unreliable entities and blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.",这位官员发表上述评论之前，财政部发布了一项关于损害中国公司合法利益的不可靠实体和外国黑名单的规定。,这位官员发表上述评论之前，财政部发布了一项关于损害中国公司合法利益的不可靠实体和外国黑名单的规定，该规定于周六生效。,0,,
The most recent data often underestimates the number of positive tests as there are often delays before results are recorded.,"The most recent data often underestimates the number of positive tests as there are often delays before results are recorded, so this chart includes figures from four days ago.",最新的数据往往低估了阳性检测的数量，因为在记录结果之前经常有延迟。,最新的数据往往低估了阳性检测的数量，因为在记录结果之前经常有延迟，所以这张图表包括四天前的数字。,0,,
The major barriers to the use of rapid testing seem to be a lack of guidance on when and how to conduct the tests.,"The major barriers to the use of rapid testing seem to be a lack of guidance on when and how to conduct the tests, coupled with uncertainty about their accuracy.",使用快速检测的主要障碍似乎是缺乏关于何时以及如何进行测试的指导。,使用快速检测的主要障碍似乎是缺乏关于何时以及如何进行测试的指导，加上其准确性的不确定性。,0,,
"Sun says pet owners should avoid their pets having unnecessary contacts with other pets or humans during the day, and when returning home from outside, pet owners should wash their pets first.","Sun says pet owners should avoid their pets having unnecessary contacts with other pets or humans during the day, and when returning home from outside, pet owners should wash their pets first before feeding their pets.",孙说，宠物主人应该避免他们的宠物在白天与其他宠物或人类进行不必要的接触，当从外面回家时，宠物主人应该先清洗他们的宠物。,孙说，宠物主人应该避免他们的宠物在白天与其他宠物或人类进行不必要的接触，从外面回家时，宠物主人应该先清洗他们的宠物，然后再喂他们的宠物。,0,,
"Mink have isolated the virus from humans, but genetic engineering work has shown that in a small number of cases the virus seems to have passed the other way.","Mink have isolated the virus from humans, but genetic engineering work has shown that in a small number of cases the virus seems to have passed the other way, with the virus spreading from humans back to humans.",水貂已经从人类中分离出病毒，但基因工程工作表明，在少数情况下，病毒似乎已经通过另一种方式传播。,水貂已经从人类中分离出病毒，但基因工程工作表明，在少数情况下，病毒似乎已经通过另一种方式传播，病毒从人类传播回人类。,0,,
"Even as hopes of reaching them began to fade, rescuers pulled a young girl out alive from the rubble of a nearby apartment building on Tuesday.","Even as hopes of reaching them began to fade, rescuers pulled a young girl out alive from the rubble of a nearby apartment building on Tuesday, four days after the strong attack.",即使到达他们的希望开始消退，救援人员周二从附近公寓楼的废墟中活着拉出一名年轻女孩。,即使到达他们的希望开始消退，救援人员在强烈袭击发生四天后的星期二从附近公寓楼的废墟中活着救出一名年轻女孩。,0,,
"It’s a way of portraying these nations as forces for good in the world, rather than necessarily interrogating the parts of the history.","It’s a way of portraying these nations as forces for good in the world, rather than necessarily interrogating the parts of the history which makes them something very different.",这是一种将这些国家描绘成世界上向善的力量的方式，而不必质疑历史的部分。,这是一种将这些国家描绘成世界上向善的力量的方式，而不是一定要质疑历史中使它们与众不同的部分。,0,,
"It is taking shape under a collaboration with the university of Southern California's Shoah Foundation, which uses technology to not only digitally archive survivors' narratives.","It is taking shape under a collaboration with the university of Southern California's Shoah Foundation, which uses technology to not only digitally archive survivors'narratives but also allow narrators to communicate online with visitors.",它正在与南加州大学Shoah基金会的合作下形成，该基金会不仅使用技术对幸存者的叙述进行数字存档。,它正在与南加州大学Shoah基金会的合作下形成，该基金会不仅使用技术对幸存者的叙述进行数字存档，还允许叙述者与访客进行在线交流。,0,,
"International table tennis events restarted in China, which not only responds to the expectations of table tennis fans around the world, but also presents a good opportunity to show the achievements of China's epidemic prevention and control.","International table tennis events restarted in China, which not only responds to the expectations of table tennis fans around the world, but also presents a good opportunity to show the achievements of China's epidemic prevention and control to the world.",国际乒乓球赛事在中国重启，既回应了全球乒乓球迷的期待，也为展示中国疫情防控成果提供了很好的机会。,国际乒乓球赛事在中国重启，既回应了全球乒乓球迷的期待，也为向世界展示中国疫情防控成果提供了良好契机。,0,,
I put in a lot for this race and to have it all come up and have the time of my life.,I put in a lot for this race and to have it all come up and have the time of my life that was just a dream come true.,我为这场比赛付出了很多，让这一切都出现，拥有我生命中的时光。,我为这场比赛付出了很多，让这一切都出现，拥有我生命中只是梦想成真的时光。,0,,
I probably met more people and engaged in more discussions about the future of healthcare in China in one night.,I probably met more people and engaged in more discussions about the future of healthcare in China in one night than during the entire third quarter.,我可能在一夜之间遇到了更多的人，并参与了更多关于中国医疗保健未来的讨论。,我可能在一个晚上遇到了更多的人，并参与了更多关于中国医疗保健未来的讨论，而不是整个第三季度。,0,,
"Despite being a veteran actor of the traditional folk dance, 58-year-old Tashi Wangdu had never staged a performance in front of a big audience.","Despite being a veteran actor of the traditional folk dance, 58-year-old Tashi Wangdu had never until recently staged a performance in front of a big audience.",尽管是传统民间舞蹈的资深演员，但58岁的扎西文色从未在众多观众面前表演过。,尽管是传统民间舞蹈的资深演员，但58岁的扎西文色旺都直到最近才在众多观众面前表演过。,1,扎西文色旺,扎西文色
Children's books are seeing a heyday in China as young adult appetite for books has grown significantly over the years.,"Children's books are seeing a heyday in China as young adult appetite for books has grown significantly over the years, which has attracted publishers from around the world seeking to capture a slice of the bullish market.",儿童读物在中国正处于鼎盛时期，因为多年来年轻人对书籍的兴趣显着增长。,儿童图书在中国正处于鼎盛时期，因为多年来年轻人对书籍的兴趣显着增长，这吸引了来自世界各地的出版商寻求在牛市中分一杯羹。,0,,
Chappelle said Trump's special treatment while he was ill was like delivering a bag of burgers to a homeless shelter.,"Chappelle said Trump's special treatment while he was ill was like delivering a bag of burgers to a homeless shelter, eating them in front of the homeless and saying.",查佩尔说，特朗普生病时的特殊待遇就像把一袋汉堡送到无家可归者收容所。,查佩尔说，特朗普生病时的特殊待遇就像把一袋汉堡送到无家可归者收容所，在无家可归者面前吃掉并说。,0,,
"Both players will now turn their attention to the ATP Finals in London, which is scheduled behind closed doors.","Both players will now turn their attention to the ATP Finals in London, which is scheduled behind closed doors in the O2 Arena from November 15 to 22.",两位球员现在都将把注意力转向在伦敦举行的ATP总决赛，该决赛将闭门进行。,两位球员现在都将把注意力转向在伦敦举行的ATP总决赛，该决赛定于11月15日至22日在O2竞技场闭门进行。,0,,
"As a result of this increased confidence in China's market, 87 percent of those companies have no plans to shift production out of China.","As a result of this increased confidence in China's market, the study showed that 87 percent of those companies have no plans to shift production out of China.",由于对中国市场的信心增强，87%的公司没有计划将生产转移到中国以外。,由于对中国市场的信心增强，研究表明，87%的公司没有计划将生产转移到中国以外。,0,,
"While this year's program will be different than those of years past, we look forward to recognizing their impact on the industry.","While this year's program will be different than those of years past, we look forward to recognizing their impact on the industry, their fans and the next generation of artists.",虽然今年的计划将与往年不同，但我们期待认识到它们对行业的影响。,虽然今年的计划将与往年不同，但我们期待认识到他们对行业、粉丝和下一代艺术家的影响。,0,,
"When he decided to release his first new single of this year, Chan wanted to share his feelings about the experience of being infected by the viral outbreak and most importantly.","When he decided to release his first new single of this year, Chan wanted to share his feelings about the experience of being infected by the viral outbreak and most importantly, to show people that you are not alone.",当他决定发行今年的第一首新单曲时，Chan想分享他对被病毒爆发感染的经历的感受，最重要的是。,当他决定发行今年的第一首新单曲时，Chan想分享他对被病毒爆发感染的经历的感受，最重要的是，向人们展示你并不孤单。,0,,
"What McMahon, her family and the rest of us choose to do in the coming weeks will likely lay the groundwork for the pandemic's path during the long coming days.","What McMahon, her family and the rest of us choose to do in the coming weeks will likely lay the groundwork for the pandemic's path during the long coming days that follow this winter.",麦克马洪、她的家人和我们其他人在未来几周内选择做的事情可能会为未来漫长的日子里大流行的发展奠定基础。,麦克马洪、她的家人和我们其他人在未来几周内选择做的事情可能会为今年冬天接下来漫长的日子里大流行的发展奠定基础。,0,,
"We talk about how sometimes in recovery, your life can get bigger.","We talk about how sometimes in recovery, your life can get bigger than you ever dreamed possible.",我们谈论有时在康复过程中，你的生活会变得更大。,我们谈论有时在康复过程中，您的生活会变得比您梦想的要大。,0,,
We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer.,We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer than is necessary.,我们一直明确表示，我们会不断审查这些措施，因此它们不必再实施。,我们一直很清楚，我们会不断审查这些措施，因此它们不必超过必要的时间。,1,再实施,超过必要的时间
"We fought an excellent first half with good execution and defense, but we failed to enlarge the advantage during the rest of the game and made a few errors before the buzzer.","We fought an excellent first half with good execution and defense, but we failed to enlarge the advantage during the rest of the game and made a few errors before the buzzer, which raised alarm bells for us.",我们在上半场打得非常出色，执行力和防守都很好，但在比赛的其余时间里，我们没能扩大优势，在鸣笛声响起之前犯了一些错误。,我们在上半场打得非常出色，执行力和防守都很好，但在比赛的其余时间里，我们没能扩大优势，在蜂鸣器响起之前犯了一些错误，这给我们敲响了警钟。,0,,
"To reach the heart of Rovaniemi, Finland, step away from the city center and into the heart of the forest.","To reach the heart of Rovaniemi, Finland, step away from the city center and into the heart of the forest, where reindeer live.",要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入森林中心。,要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入驯鹿居住的森林中心。,0,,
There were times I could just hear the echo of my footsteps out there.,There were times I could just hear the echo of my footsteps out there because I was running completely blind.,有时我只能听到外面脚步声的回声。,有时我只能听到外面的脚步声，因为我完全失明了。,1,回声,
"The NAO found that in cases of serious conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions.","The NAO found that in cases of serious conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or contract management.",审计署发现，在涉及部长的严重利益冲突案件中，所有部长都适当地申报了自己的利益，没有发现他们参与采购决定的证据。,审计署发现，在涉及部长的严重利益冲突案件中，所有部长都适当地申报了自己的利益，没有发现他们参与采购决定或合同管理的证据。,0,,
"She said the league has made minor adjustments to prioritize safety such as removing punt returns, interceptions and kick returns from the game.","She said the league has made minor adjustments to prioritize safety such as removing punt returns, interceptions and kick returns from the game to limit plays that can often result in injuries.",她说，联盟已经做出了一些小的调整，以优先考虑安全，例如从比赛中取消平底船返回，拦截和踢回球。,她说，联盟已经做出了一些小的调整，优先考虑安全，例如从比赛中取消平底船返回，拦截和踢回球，以限制经常可能导致受伤的比赛。,0,,
"Seventy percent of the new sleepers said they could sleep seven hours a day, and nearly 8 percent said they suffered from severe sleep problems.","Seventy percent of the new sleepers said they could sleep seven hours a day, and nearly 8 percent said they suffered from severe sleep problems, with average sleep of five hours or more.",百分之七十的新睡眠者说他们每天可以睡七个小时，近8%的人说他们患有严重的睡眠问题。,百分之七十的新睡眠者表示他们每天可以睡七个小时，近8%的人说他们患有严重的睡眠问题，平均睡眠时间为五个小时或更长时间。,0,,
Sellers at a clothing sales center in the southern Chinese city of Changshu garner a daily turnover of about 400 million yuan.,"Sellers at a clothing sales center in the southern Chinese city of Changshu garner a daily turnover of about 400 million yuan, just through connection to their phone screens.",中国南方城市常熟一家服装销售中心的卖家每天的营业额约为4亿元人民币。,中国南方城市常熟一家服装销售中心的卖家每天仅通过连接手机屏幕就获得了约4亿元人民币的营业额。,0,,
Raven can be seen in the video as one member of the older couple.,Raven can be seen in the video as one member of the older couple who embrace on the beach as water is pouring into their cabin.,在视频中可以看到乌鸦是这对老夫妇的成员之一。,在视频中可以看到乌鸦是这对老夫妇中的一名成员，他们在海滩上拥抱，因为水正在涌入他们的小屋。,0,,
Donald Trump said he feels good after testing positive for Covid-19 months ago and couldn't recall whether he was positive.,Donald Trump said he feels good after testing positive for Covid-19 months ago and couldn't recall whether he was positive on the day of the first presidential inauguration.,唐纳德·特朗普说，几个月前Covid-19检测呈阳性后，他感觉很好，不记得自己是否呈阳性。,唐纳德·特朗普说，几个月前Covid-19检测呈阳性后，他感觉很好，不记得自己在第一次总统就职典礼当天是否呈阳性。,0,,
People arriving in England will be soon able to reduce their quarantine period by more than half if they return for a Covid test after five days.,"People arriving in England will be soon able to reduce their quarantine period by more than half if they return for a Covid test after five days, the transport ministry has announced.",抵达英格兰的人如果在五天后返回进行 Covid 测试，很快就可以将隔离期缩短一半以上。,交通部宣布，抵达英格兰的人如果在五天后返回进行 Covid 测试，他们将很快能够将隔离期缩短一半以上。,0,,
"One year later, WeWork was getting bailed out by SoftBank after a failed attempt at going public.","One year later, WeWork was getting bailed out by SoftBank after a failed attempt at going public that resulted in the death of its CEO and cofounder Adam Neumann.",一年后，WeWork在尝试上市失败后被软银纾困。,一年后，WeWork在一次失败的上市尝试导致其首席执行官兼联合创始人亚当·诺依曼去世后，被软银纾困。,0,,
Most industry experts contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated.,"Most industry experts contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated, thanks to the company's efficient control of COVID-19.",《中国日报》联系的大多数行业专家表示，中国电影业的复苏速度比他们估计的要好、更快。,《中国日报》联系的大多数行业专家表示，由于该公司对COVID-19的有效控制，中国电影业的复苏速度比他们估计的更好、更快。,0,,
"It might be said that the great writers of each generation have not only succeeded in evoking a place or place, but also found a place.","It might be said that the great writers of each generation have not only succeeded in evoking a place or place, but also found a place, an unheard voice through which to do so.",可以说，每一代的伟大作家不仅成功地唤起了一个地方或一个地方，而且找到了一席之地。,可以说，每一代的伟大作家不仅成功地唤起了一个地方或一个地方，而且还找到了一个地方，一个闻所未闻的声音。,0,,
"In the second round, Zhang swarmed him with a series of lefts to the head, which sent the champion to the canvas.","In the second round, Zhang swarmed him with a series of lefts to the head, which sent the champion to the canvas after just 49 seconds.",在第二回合中，张玲玲用一连串的左脚将他砸向头部，将冠军送上了画布。,在第二回合中，张玲玲用一连串的左脚将他簇拥在脑后，仅用了49秒就将冠军送上了画布。,1,砸向,簇拥
"In the fruit, as well as being attacked by the fungus, the holes and spaces formed by the voracious fungi can invite secondary pathogens into the tomato.","In the fruit, as well as being attacked by the fungus, the holes and spaces formed by the voracious fungi can invite secondary pathogens into the tomato, causing it to rot.",在果实中，除了受到真菌的攻击外，贪婪的真菌形成的孔洞和空间还会将继发性病原体引入番茄。,在果实中，除了受到真菌的攻击外，贪婪的真菌形成的孔洞和空间还会将次生病原体带入番茄，导致番茄腐烂。,0,,
"In the end, the locals agree to work with her in growing tea and selling the products on online platforms.","In the end, the locals agree to work with her in growing tea and selling the products on online platforms, which leads the village out of poverty.",最后，当地人同意与她合作种植茶叶并在在线平台上销售产品。,最后，当地人同意与她合作种植茶叶并在在线平台上销售产品，从而使村庄摆脱了贫困。,0,,
"In a statement on Friday morning, the Trump campaign said they believe this election is not over.","In a statement on Friday morning, the Trump campaign said they believe this election is not over, arguing that elections in some battleground states are far from final.",在周五上午的一份声明中，特朗普竞选团队表示，他们认为这次选举还没有结束。,在周五上午的一份声明中，特朗普竞选团队表示，他们认为这次选举还没有结束，认为一些战场州的选举远未最终确定。,0,,
"I know some in the House believe we should have reached this decision earlier, but I thought it was right to try every possible option to get this virus under control at a basic level.","I know some in the House believe we should have reached this decision earlier, but I thought it was right to try every possible option to get this virus under control at a basic level, with strong local leadership and strong local leadership.",我知道众议院的一些人认为我们应该早点做出这个决定，但我认为尝试一切可能的选择来在基本水平上控制这种病毒是正确的。,我知道众议院的一些人认为我们应该早点做出这个决定，但我认为尝试一切可能的选择，在强有力的地方领导和强有力的地方领导下，在基本层面上控制这种病毒是正确的。,0,,
"Regular, even daily, testing in a hospital or care home could prevent an outbreak among people.","Regular, even daily, testing in a hospital or care home could prevent an outbreak among people who are at the highest risk of Covid-19.",在医院或疗养院定期，甚至每天进行检测可以防止人群爆发。,在医院或疗养院定期甚至每天进行检测可以防止Covid-19风险最高的人群爆发。,0,,
"However, despite missing the usual cheers of approval from the stands, the Chinese skaters were buoyed to compete in their first proper competition this year.","However, despite missing the usual cheers of approval from the stands, the Chinese skaters were buoyed to compete in their first proper competition this year and have a better idea of how their preparations for the 2022 Winter Olympics are progressing.",然而，尽管错过了看台上通常的欢呼声，中国滑冰运动员还是受到了鼓舞，参加了今年的第一次正式比赛。,然而，尽管错过了看台上通常的欢呼声，但中国滑冰运动员还是受到了鼓舞，他们今年第一次参加正式比赛，并对2022年冬奥会的准备工作有了更好的了解。,0,,
"How they've been performing at such a young age, how it would be easy for us to get our hands on them, be able to work with them.","How they've been performing at such a young age, how it would be easy for us to get our hands on them, be able to work with them and start building the team.",他们在这么年轻的时候表现得如何，我们很容易接触到他们，能够与他们一起工作。,他们在这么年轻的时候表现如何，我们很容易接触到他们，能够与他们一起工作并开始建立团队。,0,,
