S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"Mink have caught the virus from humans , but genetic detective work has shown that in a small number of cases the virus seems to have passed the other way , with the virus spreading from mink back to humans.",the virus spreading from mink back to humans.,水貂已经从人类身上感染了病毒，但基因检测工作表明，在少数情况下，病毒似乎是通过另一种方式传播的，即病毒从水貂传播回人类。,病毒从水貂传播回人类。,0,,
a collapsed apartment building on Tuesday,a collapsed apartment building,周二倒塌的公寓楼,倒塌的公寓楼,0,,
"It ’ s a way of portraying these nations as forces for good in the world , rather than necessarily interrogating the parts of the history which makes them something very different.",the parts of the history which makes them,这是一种将这些国家描绘成世界上向善的力量的方式，而不是必然审问那些使它们变得截然不同的历史部分。,造就他们的历史部分,1,,造就
"a collaboration with the university of Southern California ' s Shoah Foundation , which uses technology to not only digitally archive survivors ' narratives but also allow narrators to interact online with visitors.",Southern California,与南加州大学的 Shoah Foundation 合作，该基金会不仅使用技术对幸存者的叙述进行数字存档，还允许叙述者与访客在线互动。,加州南部,0,,
"China , which not only responds to the expectations of table tennis fans around the world , but also provides a good opportunity to show the achievements of China ' s epidemic prevention",the achievements of China ' s epidemic prevention,中国，不仅回应了全世界乒乓球迷的期待，也提供了展示中国防疫成果的良机。,中国防疫成果,0,,
I probably met more people and engaged in more discussions about the future of healthcare in China in one year than during the entire third quarter.,more discussions about the future of healthcare in China,与整个第三季度相比，我在一年内遇到的人和参与的关于中国医疗保健未来的讨论可能更多。,更多关于中国医疗保健未来的讨论,0,,
a veteran actor of the traditional Xianzi dance,the traditional Xianzi dance,传统弦子舞的资深演员,传统弦子舞,0,,
"Children ' s books are seeing a heyday in China as young adult appetite for books has grown significantly over the years , which has attracted publishers from around the world seeking to grab a slice of the bullish market.",young adult appetite,儿童图书在中国正处于鼎盛时期，因为这些年来年轻人对图书的需求显着增长，这吸引了来自世界各地的出版商寻求在这个看涨的市场中分一杯羹。,年轻人的胃口,1,需求,胃口
"the ATP Finals in London , which is held behind closed doors in the O2 Arena from November 15 to 22.",closed doors in the O2 Arena,ATP 伦敦总决赛将于 11 月 15 日至 22 日在 O2 竞技场闭门举行。,O2 竞技场闭门造车,1,,造车
"As a result of this long - term confidence in China ' s market , the survey showed that 87 percent of those companies have no plans to shift production out of China.",87 percent of those companies,由于对中国市场的长期信心，调查显示，87% 的公司没有将生产转移出中国的计划。,87% 的公司,0,,
the top five priorities of their global strategy.,the top five priorities,他们全球战略的前五个优先事项。,前五个优先事项,0,,
"the industry , their fans and the next generation of artists.",the next generation of artists.,行业，他们的粉丝和下一代艺术家。,下一代艺术家。,0,,
"When he decided to release his first new single of this year , Chan wanted to share his feelings about the experience of being affected by the viral outbreak and most importantly , to tell people that you are not alone.",the experience of being affected by the viral outbreak,当他决定发行他今年的第一首新单曲时，陈想分享他受病毒爆发影响的经历的感受，最重要的是，告诉人们你并不孤单。,受病毒爆发影响的经历,0,,
"We fought an excellent first half with good execution and defense , but we failed to enlarge the advantage during the rest of the game and made a few turnovers before the buzzer , which raised alarm bells for us.",an excellent first half,上半场我们打得非常出色，执行力和防守都很好，但在接下来的比赛中我们未能扩大优势，在压哨前出现了几次失误，给我们敲响了警钟。,出色的上半场,1,非常,
"the heart of Rovaniemi , Finland","Rovaniemi , Finland",芬兰罗瓦涅米的心脏,芬兰罗瓦涅米,0,,
"The NAO concluded that in cases of potential conflicts of interest involving ministers , all had properly declared their interests and it found no evidence of their involvement in procurement decisions or project management.",potential conflicts of interest,NAO 得出结论，在涉及部长的潜在利益冲突的情况下，所有人都已适当地申报了他们的利益，并且没有发现他们参与采购决策或项目管理的证据。,潜在的利益冲突,0,,
"prioritize safety such as the punt returns , kickoffs and kick returns from the game to limit plays that can often result in injuries.","the punt returns , kickoffs and kick returns",优先考虑安全，例如比赛中的弃踢回击、开球和回踢，以限制经常导致受伤的比赛。,平底船回击、开球和踢球回击,1,弃踢,平底船
"Seventy percent of the late sleepers said they could sleep seven hours a day , and only 8 percent said they suffered from severe sleep deprivation , with average sleep of five hours or less.",seven hours a day,70% 的晚睡者表示他们每天可以睡 7 个小时，只有 8% 的人表示他们遭受严重的睡眠剥夺，平均睡眠时间为 5 小时或更少。,一天七小时,0,,
a local distribution center in the northern Chinese city of Changshu,the northern Chinese city,中国北方城市常熟的当地配送中心,中国北方城市,0,,
"People arriving in England will be soon able to reduce their quarantine period by more than half if they pay for a Covid test after five days , the transport agency has announced.",People arriving in England,运输机构宣布，如果抵达英格兰的人在五天后支付 Covid 测试费用，他们将很快能够将隔离期缩短一半以上。,到达英国的人,0,,
"One week ago , WeWork was getting bailed out by SoftBank after a disastrous attempt at going public that resulted in the ouster of its CEO and cofounder Adam Neumann.",the ouster of its CEO and cofounder,一周前，在一次灾难性的上市尝试导致其首席执行官兼联合创始人亚当诺伊曼被罢免后，WeWork 获得了软银的救助。,其首席执行官和联合创始人被罢免,0,,
"Most industry insiders contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated , thanks to the company ' s efficient control of COVID - 19.",COVID - 19.,《中国日报》联系到的大多数业内人士表示，得益于公司对 COVID-19 的有效控制，中国电影业的复苏比他们预想的更好更快。,新冠肺炎。,1,COVID-19,新冠肺炎
"It might be said that the great writers of each generation have not only succeeded in evoking a place or people , but also found a distinctive , previously unheard voice through which to do so.","a distinctive , previously unheard voice",可以说，每一代伟大的作家不仅成功地唤起了一个地方或一个人，而且还找到了一种独特的、前所未闻的声音来做到这一点。,一个独特的，以前闻所未闻的声音,0,,
"In the fruit , as well as being attacked by the pathogen , the holes and spaces formed by the voracious eaters can invite secondary pathogens into the tomato , causing it to rot.",the holes and spaces formed by the voracious eaters,在果实中，除了受到病原体的侵袭外，贪婪的食者形成的孔洞和空间还会将次级病原体引入番茄，导致番茄腐烂。,贪婪的食客形成的洞和空间,0,,
"In the end , the locals agree to work with her in growing tea and selling the products on e - commerce platforms , which leads the village out of poverty.",e - commerce platforms,最终，当地人同意和她一起种茶，并在电商平台上销售产品，带领村子脱贫。,电商平台,0,,
"I know some in the House believe we should have reached this decision earlier , but I believe it was right to try every possible option to get this virus under control at a local level , with strong local action and strong local leadership.",every possible option,我知道众议院中的一些人认为我们应该早点做出这个决定，但我认为通过强有力的地方行动和强有力的地方领导，在地方层面尝试一切可能的选择来控制这种病毒是正确的。,每一个可能的选择,0,,
"However , even daily , testing in a hospital or nursing home could prevent an outbreak among people who are at the highest risk of Covid - 19.",a hospital or nursing home,然而，即使是每天，在医院或疗养院进行检测也可以防止在 Covid-19 风险最高的人群中爆发。,医院或疗养院,0,,
"However , despite missing the usual cheers of approval from the stands , the Chinese skaters were buoyed to compete in their first proper competition this year and get a good idea of how their preparations for the 2022 Winter Olympics are progressing.",their preparations for the 2022 Winter Olympics,然而，尽管看台上没有像往常一样的欢呼声，但中国滑冰运动员们在今年的第一场正式比赛中得到了鼓舞，并清楚地了解了他们为 2022 年冬季奥运会做准备的进展情况。,他们为 2022 年冬季奥运会做准备,0,,
"His stunning routines , especially for his long program performed to House of the Rising Sun ,",His stunning routines,他令人惊叹的套路，尤其是他为《旭日之家》表演的长节目，,他令人惊叹的套路,0,,
He thinks the pandemic has been a shot of adrenaline for a technology that to date had not yet really arrived.,a shot of adrenaline for a technology,他认为，这场大流行病是为一项迄今为止尚未真正到来的技术打了一针肾上腺素。,为一项技术打一针肾上腺素,0,,
"He had flickered into life with a birdie at the ninth , and when he came in another 25 footer for birdie on the 10th , the needle surged again.",another 25 footer,他在第 9 洞抓到小鸟，瞬间恢复了活力，当他在第 10 洞推入另一个 25 英尺推杆抓到小鸟时，针头再次激增。,另一个 25 页脚,1,英尺,页脚
"He emphasizes that this year , with the support of the provincial sports bureau and the local governments , they finally tore down a collective barn and made room for the laying of the new court in August.",the provincial sports bureau and the local governments,他强调，今年在省体育局和地方政府的支持下，终于拆除了一个集体谷仓，为8月份新球场的铺设腾出空间。,省体育局及地方政府,0,,
"the classical style , or wenyanwen , which followed a different syntactical structure from spoken chinese and held myriad references to ancient tropes and stories , making it illegible for someone without formal training.",a different syntactical structure,古典文体，或称文言文，它遵循与汉语口语不同的句法结构，并大量引用古代比喻和故事，未经正规培训的人难以辨认。,不同的句法结构,0,,
"Experts have already begun assessing how a recovery might look once the Covid - 19 virus is released , and which countries stand to bounce back best.",the Covid - 19,专家们已经开始评估 Covid-19 病毒释放后的复苏情况，以及哪些国家最有可能反弹。,Covid-19,0,,
Duchovny has been making music for years and said he started with writing poetry when he was a teenager and moved on to learning how to play piano and writing songs.,piano and writing songs.,Duchovny 多年来一直从事音乐创作，他说他十几岁时就开始写诗，后来开始学习如何弹钢琴和写歌。,钢琴和写歌。,0,,
"Businesses borrowing from banks will leap more than fivefold in 2020 compared to last year , according to forbes from the EY Item Club.",the EY Item Club.,据 EY Item Club 的《福布斯》报道，到 2020 年，企业从银行借款的数量将比去年增长五倍以上。,安永物品俱乐部。,1,EY Item Club,安永物品俱乐部。
the $ 130000 retirement savings gap between Blacks and Whites,the $ 130000 retirement savings gap,"黑人和白人之间 130,000 美元的退休储蓄差距","130,000 美元的退休储蓄缺口",0,,
"At some point last month , during my sixth episode of going RV of the day , I knew I wouldd fallen too deep.",my sixth episode of going RV of the day,上个月的某个时候，在我第六次参加 RV of the day 期间，我知道我会掉得太深。,我今天去房车的第六集,1,RV of the day,今天去房车
"Although there have been reports of animals being infected with the virus , such as mink in farms in the Netherlands , Paavilainen and dogs are not susceptible because they lack the receptor to which the virus attaches.",animals being infected with the virus,虽然有动物感染该病毒的报道，例如荷兰农场的水貂，但帕维莱宁和狗并不易感，因为它们缺乏病毒附着的受体。,被病毒感染的动物,0,,
a chance to participate in scientific research on how to help preserve it during an all - expense paid trip to Antarctica.,an all - expense paid trip,在全额付费的南极洲之旅中，有机会参与有关如何帮助保护它的科学研究。,一次全部费用的付费旅行,0,,
"After four years of living in Berlin , I have learned to embrace Germany ’ s anything - goes sprit and more casual approach to nudity than where I grew up in the Midwestern US.",sprit and more casual approach,在柏林生活了四年之后，我学会了拥抱德国的一切随心所欲的精神和比我在美国中西部长大的地方更随意的裸体方式。,精神和更随意的方式,0,,
"A liquor shop salesman , who refused liquor to some men on Saturday night , was shot dead in Dankaur area of Bhatta village , police said on Sunday.",Dankaur area of Bhatta village,警方周日表示，周六晚上，一名酒类商店的售货员在 Bhatta 村的 Dankaur 地区拒绝向一些男子提供酒水，被枪杀。,Bhatta村的Dankaur地区,0,,
A hotly - contested case about insurance payouts for small business who were unable to trade owing to lockdown heads to the Supreme Court on Monday.,the Supreme Court on Monday.,周一，最高法院审理了一起因锁定而无法交易的小型企业的保险赔付案件，该案件备受争议。,最高法院周一。,0,,
invaluable information and data that ultimately then can form solutions.,invaluable information and data,最终可以形成解决方案的宝贵信息和数据。,宝贵的信息和数据,0,,
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we believe it will take place.,locations where we believe it will take place.,我们还开发了包装和存储创新，用于我们认为会发生的一系列地点。,我们认为它将发生的地点。,0,,
"Typically , I watch a great deal of television for my job and entertainment , especially during Emmy season , when I have a lengthy list of must - watch prestige programming.",a lengthy list of must - watch,通常，为了工作和娱乐，我会看大量电视节目，尤其是在艾美奖颁奖季，那时我有一长串必看的知名节目。,一长串必看的清单,0,,
"Tsiodras said that the healthcare system will be under more pressure in the coming years , and that hospital admissions will not be confined to the elderly.",more pressure in the coming years,齐奥德拉斯表示，未来几年医疗系统将承受更大压力，住院病人不会仅限于老年人。,未来几年压力更大,0,,
pop stars such as Miley Cyrus and Justin Bieber,Miley Cyrus and Justin Bieber,麦莉赛勒斯和贾斯汀比伯等流行歌星,麦莉赛勒斯和贾斯汀比伯,0,,
"This refers to the increase in demand for screens and laptops as more people work from home , nd use online meeting platforms like Zoom.",nd use online meeting platforms,这是指随着越来越多的人在家工作并使用 Zoom 等在线会议平台，对屏幕和笔记本电脑的需求增加。,并使用在线会议平台,0,,
This means care providers are allocated a certain amount of equipment depending on the number of people they look after.,a certain amount of equipment,这意味着护理人员会根据他们所照顾的人数分配一定数量的设备。,一定数量的设备,0,,
This is a credit to the hard work of our county and local elections officials who moved quickly to undertake and complete such a momentous task in a short period of time.,the hard work of our county,这归功于我们县和地方选举官员的辛勤工作，他们迅速采取行动，在短时间内承担并完成了如此重大的任务。,我们县的辛勤工作,0,,
There will not be many more positives to take from this sorry spectacle although victory was managed with so many young players involved with internationals away with Wales.,so many young players,从这场令人遗憾的场面中不会有更多的积极因素，尽管这场胜利是由许多年轻球员在威尔士的国际比赛中取得的。,这么多年轻球员,0,,
"Theo Walcott said he "" feels like a kid again "" after scoring his first try since joining Southampton in their Premier League draw at Wolves.",their Premier League draw,西奥沃尔科特说，他在加盟南安普顿后的第一次射门得分后“感觉自己又像个孩子了”。,他们的英超抽签,1,加盟安普顿,抽签
this new pedestrian walkway on this most famous address,this new pedestrian walkway,这个最著名地址上的新人行道,这条新的人行道,0,,
state health officials and nursing home administrators over the best way,state health officials and nursing home administrators,州卫生官员和疗养院管理人员的最佳方式,州卫生官员和疗养院管理员,0,,
"The newly reinvigorated Ocean Park allows visitors to chill out and get closer to home with a variety of exclusive offers and new outdoor initiatives , while also ensuring strict anti - pandemic measures are in place to protect their health.",strict anti - pandemic measures,焕然一新的海洋公园提供各种独家优惠和新的户外活动，让游客放松身心，离家更近，同时也确保严格的防疫措施到位以保护他们的健康。,严格防疫措施,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The low prize money,小型赛事的低奖金和差旅费意味着前 100 名的选手经常勉强糊口。,低奖金,0,,
"The guidelines previously said the virus spreads only through breathing in respiratory droplets , touching contaminated surfaces and common greetings like kisses and hugs.",surfaces and common greetings,该指南此前表示，该病毒仅通过吸入呼吸道飞沫、接触受污染的表面以及亲吻和拥抱等常见问候方式传播。,表面和常见的问候语,1,问候方式,问候语
"The director not only focuses on the crime , but also displays the light and warm side of humanity , primarily through a romance between the protagonist and his former schoolmate.",the light and warm side,导演不仅着眼于犯罪，还通过主人公与昔日同学的一段恋情，展现了人性光明与温暖的一面。,光明与温暖的一面,0,,
mid - October through November,mid - October,十月中旬到十一月,十月中旬,0,,
"The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes.",state health officials,州卫生官员的担忧可能在内华达州表现得最为明显，该州在 10 月初禁止在疗养院进行抗原检测。,州卫生官员,0,,
"The ancestral sauce of black tucupi is making its way onto the menus of some of South America ’ s best restaurants , bringing a new sense of pride to an age - old tradition.",South America ’ s,祖传的黑色 tucupi 酱汁正在出现在南美洲一些最好的餐厅的菜单上，为古老的传统带来新的自豪感。,南美洲的,0,,
"Some claim they began in Belgium , where the salty delight was first encountered by American soldiers during World War i.",World War i.,一些人声称他们起源于比利时，第一次世界大战期间美国士兵第一次遇到咸味的乐趣。,第一次世界大战。,0,,
"She became the first Bachelorette to find love so quickly that she did not even finish her season of the show , and now she and contestant dale moss are engaged.",contestant dale moss,她成为第一个如此迅速找到爱情的单身女郎，以至于她甚至没有完成她的演出季，现在她和参赛者戴尔莫斯订婚了。,选手戴尔莫斯,0,,
"Second - hand cars and computer games also saw price rises , but these were partially offset by falls in the cost of energy and holidays.",the cost of energy and holidays.,二手车和电脑游戏的价格也有所上涨，但部分被能源和假期成本的下降所抵消。,能源和假期的成本。,0,,
"Romanelli , who has spent six years living in China , attributed this exceptional performance in part to the government ' s comprehensive approach to public health measures and policies that protect business and incentivize investment.",the government ' s comprehensive approach,在中国生活了六年的 Romanelli 将这种出色的表现部分归功于政府采取全面的公共卫生措施和政策来保护企业和激励投资。,政府的综合方法,0,,
"Players and coaches were confined to four walls for the entirety of the quarantine , only entering the room door to collect food , get tested for the virus and dispose of rubbish.",four walls for the entirety of the quarantine,球员和教练在整个隔离期间被限制在四堵墙内，只能进入房间门收集食物、进行病毒检测和处理垃圾。,整个隔离区有四堵墙,1,隔离期间,隔离区
One theory has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,4 billion years,一种理论认为，月球形成于大约 40 亿年前，当时一颗大小与火星差不多的行星撞击地球。,40亿年,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the main things,最主要的事情之一是让一群人能够看到我们学到的信息回到他们各自的国家。,主要内容之一,1,事情,内容
"part of this broader movement , which was directed against industrial modernity , against the new society that emerged in the late 19th century.",the late 19th century.,这场更广泛的运动的一部分，反对工业现代化，反对 19 世纪后期出现的新社会。,19世纪末。,0,,
Mwendwa said he felt honored to be among the growing army of local people who deal with smartphones from his holdings.,local people who deal with smartphones from his holdings.,Mwendwa 说，他很荣幸能成为不断壮大的当地人大军中的一员，他们处理他的智能手机。,处理他持有的智能手机的当地人。,1,,持有
"a lack of applications from women for senior roles , many of which had not been available on a flexible basis.",women for senior roles,缺乏女性对高级职位的申请，其中许多职位不是灵活的。,担任高级职位的女性,1,,担任
"It also means that elective surgeries are being put off for things like hip replacements , for cancer patients or heart surgery in some cases.",things like hip replacements,这也意味着择期手术被推迟，例如髋关节置换术、癌症患者或某些情况下的心脏手术。,髋关节置换之类的东西,0,,
"the eyes of Zhang Luowei , who has worked with her","Zhang Luowei , who has worked with her",和她合作过的张洛薇的眼神,和她合作过的张洛薇,0,,
"In recent years , an increasing number of food writers and artists have been modernizing Chinese cooking while looking deeper into its origins , notably wok hei.",food writers and artists,近年来，越来越多的美食作家和艺术家在更深入地研究其起源的同时使中国烹饪现代化，尤其是炒锅。,美食作家和艺术家,0,,
"In it , he wrote about run - ins with burglars who left easter eggs as their calling card , or a stolen horse that was wrecking local cars.",burglars who left easter eggs as their calling card,在其中，他写到与窃贼发生冲突，这些窃贼将复活节彩蛋作为他们的名片，或者一匹偷来的马正在毁坏当地的汽车。,留下复活节彩蛋作为名片的窃贼,0,,
"its suitability for watersports like fishing , sailing and snorkeling.","watersports like fishing , sailing and snorkeling.",它适合钓鱼、帆船和浮潜等水上运动。,水上运动，如钓鱼、帆船和浮潜。,0,,
He said the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the pandemic.,a large shock such as the pandemic.,他说，此举将使政府能够在需要时提振经济，而不是在大流行等大冲击之后才采取行动。,像大流行病这样的大冲击。,0,,
HHS bought millions of rapid tests to distribute to nursing homes as the federal government imposed new mandates for the facilities to test staffers at least once a month.,millions of rapid tests,HHS 购买了数百万个快速测试以分发给疗养院，因为联邦政府对设施实施了新的要求，每月至少对员工进行一次测试。,数以百万计的快速测试,0,,
the rarely - seen blanket octopus to alien - like planktonic critters,alien - like planktonic critters,罕见的毛毯章鱼变成了像外星人一样的浮游生物,外星人 - 像浮游生物,0,,
"For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back.",everyone involved in table tennis,对于我们的球员、我们的球迷以及所有参与乒乓球运动的人来说，今天是我们这项运动回归的日子。,每个参与乒乓球的人,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period , it added.",a 45 - day wind - down period,它补充说，金融机构和其他人如果在 45 天的缓冲期后与指定实体进行交易，可能会面临二级制裁。,45天的缓冲期,0,,
"Even on a hot summer day , expect them to be bracing , as they come in from the Atlantic and remain ice - cold year - round as a result.",a hot summer day,即使在炎热的夏日，它们也会精神抖擞，因为它们来自大西洋，因此全年都保持冰冷。,炎热的夏日,0,,
"During the national day holiday , Xinjiang and Ningxia were among the top two destinations that saw the fastest spending growth on a daily basis , according to UnionPay data.",the fastest spending growth,银联数据显示，国庆期间，新疆和宁夏成为日均消费增长最快的两大目的地。,支出增长最快,0,,
"Despite the impact of the coronavirus pandemic , hilton has gradually restored and further developed its business at a steady pace in 2020.",the impact of the coronavirus pandemic,尽管受到冠状病毒大流行的影响，希尔顿在2020年逐渐恢复并稳步发展其业务。,冠状病毒大流行的影响,0,,
"Despite the downgrading , the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.",the Honduran government on Wednesday,尽管降级，洪都拉斯政府周三宣布由于风暴过境全国进入紧急状态。,周三洪都拉斯政府,0,,
the 56th Wldlife Photographer of the year award,the 56th Wldlife Photographer,第56届年度野生动物摄影师奖,第 56 届野生动物摄影师,0,,
Cesc Fabregas is well known for his technical ability and eye for a pass but the Spanish soccer star has turned his attention to a very different part of the game.,a very different part of the game.,塞斯克法布雷加斯以其技术能力和传球眼光而闻名，但这位西班牙足球明星已经将注意力转向了比赛的一个非常不同的部分。,游戏的一个非常不同的部分。,0,,
"But there is one Woods landmark McIlroy can emulate at the Masters , which was open until November because of the coronavirus pandemic.",one Woods landmark,但是麦克罗伊可以在大师赛上效仿伍兹的一个里程碑，因为冠状病毒大流行，大师赛一直开放到 11 月。,一个伍兹地标,1,里程碑,地标
"But most people recognise him for what he is , the Pied piper incarnate , appointed by Hamelin to impersonate its simultaneously favourite and least favourite adopted son.",the Pied piper incarnate,但大多数人都认出了他，他是花衣魔笛手的化身，由哈梅林任命，同时扮演其最喜欢和最不喜欢的养子。,花衣魔笛手化身,0,,
Burnley secured their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the relegation zone.,Crystal Palace at Turf Moor,伯恩利本赛季在英超联赛中取得了首场胜利，他们在特夫摩尔战胜水晶宫，将他们带出了降级区。,特夫摩尔水晶宫,0,,
"Borrowers who have not yet had a mortgage holiday can request from their bank a pause in payment , that can last up to six months.","payment , that can last up to six months.",还没有抵押贷款假期的借款人可以向银行申请暂停还款，最长可以持续六个月。,付款，最多可以持续六个月。,0,,
positive feedbacks from Chinese tourists who say they like Puangmanee durian.,Chinese tourists who say they like Puangmanee durian.,来自中国游客的积极反馈表示他们喜欢 Puangmanee 榴莲。,说他们喜欢 Puangmanee 榴莲的中国游客。,0,,
"Bairstow , who has represented England in every format of the game , has been recently playing in the Indian Premier League with Sunrisers Hyderabad.",every format of the game,Bairstow 曾代表英格兰队参加过各种形式的比赛，最近他在印度超级联赛中效力于 Sunrisers Hyderabad。,游戏的每一种形式,1,比赛,游戏
"As officials continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.",the virus ' impact,由于官员们继续警告在秋季高峰期间假期旅行，健康专家也在调查该病毒对儿童的影响。,病毒的影响,0,,
"a kind of fancy , creamy casserole","fancy , creamy casserole",一种奇特的奶油砂锅,花哨的，奶油砂锅,1,奇特的,花哨的
