S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"prioritize safety such as the punt returns , kickoffs and kick returns from the game to limit plays that can often result in injuries.","the punt returns , kickoffs and kick returns",优先考虑安全问题，如踢回球，开球和踢回球，以限制经常会导致受伤的比赛。,踢回球，开球和踢回球,0,,
"Seventy percent of the late sleepers said they could sleep seven hours a day , and only 8 percent said they suffered from severe sleep deprivation , with average sleep of five hours or less.",seven hours a day,70%的晚睡者说他们每天能睡7个小时，只有8%的人说他们严重睡眠不足，平均睡眠时间为5小时或更少。,一天七小时,0,,
a local distribution center in the northern Chinese city of Changshu,the northern Chinese city,这是中国北部城市常熟的一个配送中心,中国北方城市,0,,
"People arriving in England will be soon able to reduce their quarantine period by more than half if they pay for a Covid test after five days , the transport agency has announced.",People arriving in England,英国交通运输局宣布，抵达英国的人如果在五天后付费进行新冠病毒检测，他们的隔离期很快就能缩短一半以上。,抵达英国的人们,0,,
"One week ago , WeWork was getting bailed out by SoftBank after a disastrous attempt at going public that resulted in the ouster of its CEO and cofounder Adam Neumann.",the ouster of its CEO and cofounder,一周前，WeWork在灾难性的上市尝试导致首席执行官兼联合创始人亚当·诺伊曼下台后，得到了软银的纾困。,首席执行官和联合创始人的下台,0,,
"Most industry insiders contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated , thanks to the company ' s efficient control of COVID - 19.",COVID - 19.,《中国日报》联系的大多数业内人士表示，由于该公司对新冠肺炎疫情的有效控制，中国电影行业的复苏比他们预期的更好、更快。,Covid - 19。,1,新冠肺炎疫情,Covid - 19
"It might be said that the great writers of each generation have not only succeeded in evoking a place or people , but also found a distinctive , previously unheard voice through which to do so.","a distinctive , previously unheard voice",可以说，每一代伟大的作家不仅成功地唤起了一个地方或一群人，而且还找到了一种独特的、以前闻所未闻的声音来这样做。,一种独特的、以前闻所未闻的声音,0,,
"In the fruit , as well as being attacked by the pathogen , the holes and spaces formed by the voracious eaters can invite secondary pathogens into the tomato , causing it to rot.",the holes and spaces formed by the voracious eaters,在水果中，除了受到病原体的攻击外，贪婪的食客形成的洞和空间还会邀请次级病原体进入西红柿，导致它腐烂。,贪婪的食者形成的洞和空间,0,,
"In the end , the locals agree to work with her in growing tea and selling the products on e - commerce platforms , which leads the village out of poverty.",e - commerce platforms,最后，当地人同意和她一起种植茶叶，并在电子商务平台上销售产品，这使村庄摆脱了贫困。,电子商务平台,0,,
"I know some in the House believe we should have reached this decision earlier , but I believe it was right to try every possible option to get this virus under control at a local level , with strong local action and strong local leadership.",every possible option,我知道，众议院中有些人认为，我们本应更早作出这一决定，但我认为，通过强有力的地方行动和地方领导，尝试一切可能的选择，在地方一级控制住这种病毒是正确的。,每一个可能的选择,0,,
"However , even daily , testing in a hospital or nursing home could prevent an outbreak among people who are at the highest risk of Covid - 19.",a hospital or nursing home,然而，即使是每天在医院或养老院进行检测，也可以防止Covid - 19风险最高的人群爆发疫情。,医院或疗养院,0,,
"However , despite missing the usual cheers of approval from the stands , the Chinese skaters were buoyed to compete in their first proper competition this year and get a good idea of how their preparations for the 2022 Winter Olympics are progressing.",their preparations for the 2022 Winter Olympics,然而，尽管错过了看台上通常的欢呼，但中国滑冰运动员今年首次参加正式比赛，并很好地了解了他们为2022年冬奥会的准备工作进展如何。,为2022年冬奥会做准备,0,,
"His stunning routines , especially for his long program performed to House of the Rising Sun ,",His stunning routines,他那令人惊叹的动作，尤其是他为《旭日之屋》表演的长节目，,他惊人的动作,0,,
He thinks the pandemic has been a shot of adrenaline for a technology that to date had not yet really arrived.,a shot of adrenaline for a technology,他认为，对于迄今为止尚未真正实现的技术来说，大流行是一剂肾上腺素。,为一项技术注射肾上腺素,1,,注射
"He had flickered into life with a birdie at the ninth , and when he came in another 25 footer for birdie on the 10th , the needle surged again.",another 25 footer,他在第九洞打出了小鸟球，而当他在第10洞又打出了25英尺的小鸟球时，得分针再次飙升。,另一个25英尺,0,,
"He emphasizes that this year , with the support of the provincial sports bureau and the local governments , they finally tore down a collective barn and made room for the laying of the new court in August.",the provincial sports bureau and the local governments,他强调，今年8月，在省体育局和地方政府的支持下，他们终于拆除了一个集体谷仓，为铺设新球场腾出了空间。,省体育局和地方政府,0,,
"the classical style , or wenyanwen , which followed a different syntactical structure from spoken chinese and held myriad references to ancient tropes and stories , making it illegible for someone without formal training.",a different syntactical structure,文言文遵循与口语不同的句法结构，大量引用古代比喻和故事，没有受过正规训练的人很难辨认。,不同的句法结构,0,,
"Experts have already begun assessing how a recovery might look once the Covid - 19 virus is released , and which countries stand to bounce back best.",the Covid - 19,专家们已经开始评估一旦Covid - 19病毒释放，经济复苏可能会是什么样子，以及哪些国家恢复得最好。,Covid - 19,0,,
Duchovny has been making music for years and said he started with writing poetry when he was a teenager and moved on to learning how to play piano and writing songs.,piano and writing songs.,杜楚尼从事音乐创作已有多年，他说自己十几岁时就开始写诗，后来学习弹钢琴和写歌。,弹钢琴和写歌。,0,,
"Businesses borrowing from banks will leap more than fivefold in 2020 compared to last year , according to forbes from the EY Item Club.",the EY Item Club.,安永项目俱乐部的《福布斯》称，到2020年，企业从银行贷款的规模将比去年增长5倍以上。,EY物品俱乐部。,1,安永项目,EY物品
the $ 130000 retirement savings gap between Blacks and Whites,the $ 130000 retirement savings gap,黑人和白人之间13万美元的退休储蓄差距,13万美元的退休储蓄缺口,0,,
"At some point last month , during my sixth episode of going RV of the day , I knew I wouldd fallen too deep.",my sixth episode of going RV of the day,上个月的某个时候，在我第六次乘坐房车的时候，我知道我会陷得太深。,我今天的第六集房车,1,乘坐,今天;集
"Although there have been reports of animals being infected with the virus , such as mink in farms in the Netherlands , Paavilainen and dogs are not susceptible because they lack the receptor to which the virus attaches.",animals being infected with the virus,虽然已经有动物感染病毒的报道，如荷兰农场的水貂，但Paavilainen和狗不容易感染，因为它们缺乏病毒附着的受体。,被病毒感染的动物,0,,
a chance to participate in scientific research on how to help preserve it during an all - expense paid trip to Antarctica.,an all - expense paid trip,在一次免费的南极之旅中，有机会参与有关如何保护南极的科学研究。,一次费用全包的旅行,0,,
"After four years of living in Berlin , I have learned to embrace Germany ’ s anything - goes sprit and more casual approach to nudity than where I grew up in the Midwestern US.",sprit and more casual approach,在柏林生活了四年之后，我已经学会了接受德国的“随心所欲”精神，以及比我在美国中西部长大的地方对裸体更随意的态度。,精神和更随意的方法,1,态度,方法
"A liquor shop salesman , who refused liquor to some men on Saturday night , was shot dead in Dankaur area of Bhatta village , police said on Sunday.",Dankaur area of Bhatta village,警方周日表示，在巴塔村丹考尔地区，一名酒店销售员因周六晚上拒绝向一些男子提供酒而被枪杀。,巴塔村的丹考尔地区,0,,
A hotly - contested case about insurance payouts for small business who were unable to trade owing to lockdown heads to the Supreme Court on Monday.,the Supreme Court on Monday.,周一，最高法院审理了一起备受争议的案件，该案涉及因封锁而无法交易的小企业的保险赔付。,最高法院将于周一开庭。,1,审理,开庭
invaluable information and data that ultimately then can form solutions.,invaluable information and data,宝贵的信息和数据最终可以形成解决方案。,宝贵的信息和数据,0,,
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we believe it will take place.,locations where we believe it will take place.,我们还开发了包装和存储创新，用于我们认为将发生的一系列地点。,我们认为会发生爆炸的地点。,1,,爆炸
"Typically , I watch a great deal of television for my job and entertainment , especially during Emmy season , when I have a lengthy list of must - watch prestige programming.",a lengthy list of must - watch,一般来说，我为了工作和娱乐看了很多电视节目，尤其是在艾美奖季，我有一长串必须看的有声望的节目。,一长串的必看节目,0,,
"Tsiodras said that the healthcare system will be under more pressure in the coming years , and that hospital admissions will not be confined to the elderly.",more pressure in the coming years,齐奥德拉斯说，医疗保健系统在未来几年将面临更大的压力，医院入院将不仅仅局限于老年人。,未来几年压力更大,0,,
pop stars such as Miley Cyrus and Justin Bieber,Miley Cyrus and Justin Bieber,麦莉·赛勒斯和贾斯汀·比伯等流行歌星,麦莉·赛勒斯和贾斯汀·比伯,0,,
"This refers to the increase in demand for screens and laptops as more people work from home , nd use online meeting platforms like Zoom.",nd use online meeting platforms,这指的是随着越来越多的人在家工作，并使用Zoom等在线会议平台，对屏幕和笔记本电脑的需求增加。,使用在线会议平台,0,,
This means care providers are allocated a certain amount of equipment depending on the number of people they look after.,a certain amount of equipment,这意味着护理人员根据他们照顾的人数分配一定数量的设备。,一定数量的设备,0,,
This is a credit to the hard work of our county and local elections officials who moved quickly to undertake and complete such a momentous task in a short period of time.,the hard work of our county,这归功于我们县和地方选举官员的辛勤工作，他们迅速行动起来，在短时间内承担并完成了如此重大的任务。,我们县的辛勤劳动,0,,
There will not be many more positives to take from this sorry spectacle although victory was managed with so many young players involved with internationals away with Wales.,so many young players,从这场令人遗憾的比赛中不会有更多的积极因素，尽管胜利是由这么多年轻球员在客场与威尔士比赛中获得的。,这么多年轻球员,0,,
"Theo Walcott said he "" feels like a kid again "" after scoring his first try since joining Southampton in their Premier League draw at Wolves.",their Premier League draw,西奥·沃尔科特说他“感觉又像个孩子了”，这是他加盟南安普顿后在英超战平狼队的比赛中首次尝试进球。,他们的英超平局,1,比赛,平局
this new pedestrian walkway on this most famous address,this new pedestrian walkway,在这个最著名的地址新建了一条人行道,这条新的人行道,0,,
state health officials and nursing home administrators over the best way,state health officials and nursing home administrators,州卫生官员和养老院管理人员讨论了最好的办法,州卫生官员和养老院管理人员,0,,
"The newly reinvigorated Ocean Park allows visitors to chill out and get closer to home with a variety of exclusive offers and new outdoor initiatives , while also ensuring strict anti - pandemic measures are in place to protect their health.",strict anti - pandemic measures,新恢复活力的海洋公园为游客提供了各种独家优惠和新的户外活动，让他们可以在离家更近的地方放松，同时还确保了严格的抗疫措施，以保护他们的健康。,严格的防疫措施,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The low prize money,小型赛事提供的奖金较低，加上旅行费用，意味着排名前100的选手通常只能勉强糊口。,奖金低,0,,
"The guidelines previously said the virus spreads only through breathing in respiratory droplets , touching contaminated surfaces and common greetings like kisses and hugs.",surfaces and common greetings,该指南此前表示，病毒仅通过呼吸飞沫、接触被污染的表面以及亲吻和拥抱等常见问候传播。,表面和常用问候语,0,,
"The director not only focuses on the crime , but also displays the light and warm side of humanity , primarily through a romance between the protagonist and his former schoolmate.",the light and warm side,导演不仅关注犯罪，还通过主人公和前同学之间的浪漫故事，展现了人性中光明和温暖的一面。,光明和温暖的一面,0,,
mid - October through November,mid - October,10月中旬到11月,十月中旬,0,,
"The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes.",state health officials,州卫生官员的担忧可能在内华达州最为明显，该州在10月初禁止在养老院进行抗原检测。,州卫生官员,0,,
"The ancestral sauce of black tucupi is making its way onto the menus of some of South America ’ s best restaurants , bringing a new sense of pride to an age - old tradition.",South America ’ s,祖传的黑土库皮酱正在南美一些最好的餐厅的菜单上，为这一古老的传统带来了新的自豪感。,南美的,0,,
"Some claim they began in Belgium , where the salty delight was first encountered by American soldiers during World War i.",World War i.,有人说它起源于比利时，第一次世界大战期间，美国士兵在那里第一次见到了这种咸甜的甜点。,一战。,0,,
"She became the first Bachelorette to find love so quickly that she did not even finish her season of the show , and now she and contestant dale moss are engaged.",contestant dale moss,她成为了第一个很快就找到真爱的单身女郎，她甚至没有完成她的那一季节目，现在她和选手dale moss订婚了。,选手戴尔·莫斯,1,dale moss,戴尔·莫斯
"Second - hand cars and computer games also saw price rises , but these were partially offset by falls in the cost of energy and holidays.",the cost of energy and holidays.,二手汽车和电脑游戏的价格也有所上涨，但这部分被能源和度假成本的下降所抵消。,能源和假期的花费。,0,,
"Romanelli , who has spent six years living in China , attributed this exceptional performance in part to the government ' s comprehensive approach to public health measures and policies that protect business and incentivize investment.",the government ' s comprehensive approach,罗曼内利在中国生活了6年，他将政府的优异表现部分归功于其全面的公共卫生措施和政策，这些措施保护了企业，激励了投资。,政府的综合方法,0,,
"Players and coaches were confined to four walls for the entirety of the quarantine , only entering the room door to collect food , get tested for the virus and dispose of rubbish.",four walls for the entirety of the quarantine,在整个隔离期间，球员和教练都被限制在四面墙内，只有在收集食物、进行病毒检测和处理垃圾时才进入房间。,整个隔离区有四面墙,1,隔离期间,隔离区
One theory has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,4 billion years,有一种理论认为，月球形成于大约40亿年前，当时一颗与火星大小相当的行星撞上了地球。,40亿年,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the main things,其中一个主要的事情是让一群人可以看到我们学到的信息返回到他们各自的国家。,其中一个主要的事情,0,,
"part of this broader movement , which was directed against industrial modernity , against the new society that emerged in the late 19th century.",the late 19th century.,这场更广泛的运动的一部分，是针对工业现代化，反对19世纪晚期出现的新社会。,19世纪末。,0,,
Mwendwa said he felt honored to be among the growing army of local people who deal with smartphones from his holdings.,local people who deal with smartphones from his holdings.,姆温德瓦说，他很荣幸能成为越来越多的当地人中的一员，他们在使用他持有的智能手机。,当地人都在处理他手里的智能手机。,1,使用,处理
"a lack of applications from women for senior roles , many of which had not been available on a flexible basis.",women for senior roles,缺乏妇女申请担任高级职位，其中许多职位并没有灵活提供。,女性担任高级职位,0,,
"It also means that elective surgeries are being put off for things like hip replacements , for cancer patients or heart surgery in some cases.",things like hip replacements,这也意味着选择性手术被推迟，比如髋关节置换、癌症患者或某些情况下的心脏手术。,比如髋关节置换,0,,
"the eyes of Zhang Luowei , who has worked with her","Zhang Luowei , who has worked with her",和她一起工作过的张洛伟的眼睛,和她一起工作过的张洛伟说,1,,说
"In recent years , an increasing number of food writers and artists have been modernizing Chinese cooking while looking deeper into its origins , notably wok hei.",food writers and artists,近年来，越来越多的美食作家和艺术家一直在推动中国烹饪的现代化，同时更深入地研究它的起源，尤其是锅黑。,美食作家和艺术家,0,,
"In it , he wrote about run - ins with burglars who left easter eggs as their calling card , or a stolen horse that was wrecking local cars.",burglars who left easter eggs as their calling card,在书中，他描写了与窃贼的冲突，窃贼留下复活节彩蛋作为他们的名片，或者是一匹偷来的马破坏了当地的汽车。,留下复活节彩蛋作为名片的窃贼,0,,
"its suitability for watersports like fishing , sailing and snorkeling.","watersports like fishing , sailing and snorkeling.",它适合水上运动，如钓鱼，帆船和浮潜。,水上运动，如钓鱼、航海和浮潜。,0,,
He said the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the pandemic.,a large shock such as the pandemic.,他说，此举将使政府能够在需要时提振经济，而不仅仅是在疫情等重大冲击之后。,大流行病:大的冲击，如大流行,1,,大流行病:
HHS bought millions of rapid tests to distribute to nursing homes as the federal government imposed new mandates for the facilities to test staffers at least once a month.,millions of rapid tests,卫生与公众服务部购买了数百万份快速检测仪分发给养老院，因为联邦政府对养老院实施了新的规定，要求这些机构每月至少对工作人员进行一次检测。,数百万次快速测试,1,检测仪,测试
the rarely - seen blanket octopus to alien - like planktonic critters,alien - like planktonic critters,从罕见的毯子章鱼到类似外星人的浮游生物,类似外星人的浮游生物,0,,
"For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back.",everyone involved in table tennis,对我们的球员、球迷和所有参与乒乓球运动的人来说，今天是让我们的运动回归的日子。,所有参与乒乓球运动的人,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period , it added.",a 45 - day wind - down period,它补充说，如果金融机构和其他人在45天的清盘期后与指定实体进行交易，他们可能面临二级制裁。,45天的清盘期,0,,
"Even on a hot summer day , expect them to be bracing , as they come in from the Atlantic and remain ice - cold year - round as a result.",a hot summer day,即使是在炎热的夏天，它们也会让人感到振奋，因为它们来自大西洋，终年都是冰冷的。,一个炎热的夏日,0,,
"During the national day holiday , Xinjiang and Ningxia were among the top two destinations that saw the fastest spending growth on a daily basis , according to UnionPay data.",the fastest spending growth,银联数据显示，国庆期间，新疆和宁夏是单日消费增长最快的两个目的地之一。,消费增长最快,0,,
"Despite the impact of the coronavirus pandemic , hilton has gradually restored and further developed its business at a steady pace in 2020.",the impact of the coronavirus pandemic,尽管受到新冠肺炎疫情的影响，希尔顿在2020年已逐步恢复并进一步稳步发展业务。,冠状病毒大流行的影响,0,,
"Despite the downgrading , the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.",the Honduran government on Wednesday,尽管评级被下调，但由于风暴过境，洪都拉斯政府周三宣布全国进入紧急状态。,周三，洪都拉斯政府,0,,
the 56th Wldlife Photographer of the year award,the 56th Wldlife Photographer,第56届年度最佳野生动物摄影师,第56届野生动物摄影师,0,,
Cesc Fabregas is well known for his technical ability and eye for a pass but the Spanish soccer star has turned his attention to a very different part of the game.,a very different part of the game.,塞斯克·法布雷加斯以他的技术能力和传球眼光而闻名，但这位西班牙球星将注意力转向了比赛的另一个非常不同的部分。,游戏中完全不同的部分。,0,,
"But there is one Woods landmark McIlroy can emulate at the Masters , which was open until November because of the coronavirus pandemic.",one Woods landmark,但麦克罗伊可以在大师赛上效仿伍兹的一个里程碑。由于冠状病毒大流行，大师赛一直开放到11月。,伍兹地标之一,1,里程碑,地标
"But most people recognise him for what he is , the Pied piper incarnate , appointed by Hamelin to impersonate its simultaneously favourite and least favourite adopted son.",the Pied piper incarnate,但大多数人都知道他是谁，魔笛手的化身，由哈默尔任命来扮演它最喜欢和最不喜欢的养子。,魔笛手的化身,0,,
Burnley secured their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the relegation zone.,Crystal Palace at Turf Moor,伯恩利确保了他们本赛季在英超联赛中的第一场胜利，他们在草地沼泽战胜水晶宫使他们脱离了降级区。,水晶宫在草地沼泽,0,,
"Borrowers who have not yet had a mortgage holiday can request from their bank a pause in payment , that can last up to six months.","payment , that can last up to six months.",还没有抵押贷款假期的借款人可以向银行申请暂停还款，最长可达6个月。,付款时间最长可达六个月。,0,,
positive feedbacks from Chinese tourists who say they like Puangmanee durian.,Chinese tourists who say they like Puangmanee durian.,来自中国游客的积极反馈，他们说他们喜欢Puangmanee榴莲。,中国游客说他们喜欢邦曼尼榴莲。,1,Puangmanee,邦曼尼
"Bairstow , who has represented England in every format of the game , has been recently playing in the Indian Premier League with Sunrisers Hyderabad.",every format of the game,贝尔斯托曾代表英格兰参加过各种形式的比赛，最近他一直在印度超级联赛海得拉巴日出队踢球。,游戏的每一种形式,1,比赛,游戏
"As officials continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.",the virus ' impact,在秋季疫情激增之际，官员们继续警告人们不要在假期旅行，卫生专家也在调查这种病毒对儿童的影响。,病毒的影响,0,,
