S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"When he decided to release his first new single of this year, Chan wanted to share his feelings about the experience of being affected by the viral outbreak and most importantly, to tell people that you are not alone.","When he decided to release his first new single of this year, Chan going to share his feelings about the experience of being affected by the viral outbreak and most importantly, to tell people that you are not alone.",当陈可辛决定在今年发布他的第一首新单曲时，他想分享他受病毒爆发影响的经历，最重要的是，告诉人们你并不孤单。,当陈可辛决定在今年发布他的第一首新单曲时，他打算分享他受到病毒爆发影响的经历，最重要的是，他想告诉人们，你并不孤单。,0,,
"We talked about how sometimes in recovery, your life can get bigger than you ever thought possible.","We talked about how sometimes in recovery, your friend can get bigger than you ever thought possible.",我们讨论过，有时候在恢复期，你的生活可能会比你想象的更精彩。,我们讨论过，有时在康复过程中，你的朋友会变得比你想象的更强大。,1,精彩,强大
"To reach the heart of Rovaniemi, Finland, step away from the city center and into the quiet of the forest, where you rule.","To reach the heart of municipality, Finland, step away from the city center and into the quiet of the forest, where you rule.",要到达芬兰罗瓦涅米的中心，请离开市中心，进入安静的森林，在那里你可以统治。,要到达芬兰市政当局的中心，请离开市中心，进入安静的森林，在那里你统治。,0,,
"The NAO concluded that in cases of potential conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or project management.","The eu concluded that in cases of potential conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or project management.",审计署的结论是，在涉及部长的潜在利益冲突的案例中，所有人都正确地宣布了他们的利益，并且没有发现他们参与采购决策或项目管理的证据。,欧盟的结论是，在涉及部长的潜在利益冲突案件中，所有人都已恰当地声明了自己的利益，而且没有发现他们参与采购决策或项目管理的证据。,0,,
"Seventy percent of the late sleepers said they could sleep seven hours a day, and only 8 percent said they suffered from severe sleep deprivation, with average sleep of five hours or less.","Seventy percent of the late thirties said they could sleep seven hours a day, and only 8 percent said they suffered from severe sleep deprivation, with average sleep of five hours or less.",70%的晚睡者说他们每天能睡7个小时，只有8%的人说他们严重睡眠不足，平均睡眠时间为5小时或更少。,70%的30多岁的人说他们每天能睡7个小时，只有8%的人说他们严重睡眠不足，平均睡眠时间为5个小时或更少。,0,,
"Sellers at a local distribution center in the northern Chinese city of Changshu garner a daily turnover of about 400 million yuan, just through talking to their home screens.","Sellers at a local distribution center in the northern Chinese city of seoul garner a daily turnover of about 400 million yuan, just through talking to their home screens.",在中国北部城市常熟的一个配送中心，卖家仅通过对着他们的主屏幕说话，每天就能获得约4亿元的营业额。,在中国北方城市首尔的一个配送中心，仅通过对着自家的屏幕说话，卖家每天的营业额就能达到人民币4亿元左右。,1,主,自家的
Raven can be seen in the video as one side of the older couple who lie on the bed as water is pouring into their cabin.,Raven can be seen in the series as one side of the older couple who lie on the bed as water is pouring into their cabin.,在视频中，可以看到乌鸦躺在这对老夫妇的一边，水正在涌入他们的小屋。,在剧中，我们可以看到乌鸦躺在老夫妇的一边，他们躺在床上，水正涌进他们的小屋。,0,,
President Trump says he feels good after testing positive for hiv weeks ago and couldn' t recall whether he was tested on the day of the first presidential debate.,President shelton says he feels good after testing positive for hiv weeks ago and couldn' t recall whether he was tested on the day of the first presidential debate.,特朗普总统表示，几周前他的艾滋病毒检测呈阳性，他感觉良好，不记得自己是否在第一次总统辩论当天进行了检测。,谢尔顿总统说，几周前他的艾滋病毒检测呈阳性，现在感觉很好，他不记得自己是否在第一次总统辩论那天进行了检测。,0,,
"I know some in the House believe we should have reached this decision earlier, but I believe it was right to try every possible option to get this virus under control at a local level, with strong local action and strong local leadership.","I know some in the House believe we should have reached this decision earlier, but I believe it was right to try every possible option to get this job under control at a local level, with strong local action and strong local leadership.",我知道，众议院中有些人认为，我们本应更早作出这一决定，但我认为，通过强有力的地方行动和地方领导，尝试一切可能的选择，在地方一级控制住这种病毒是正确的。,我知道众议院中有些人认为我们本应更早做出这一决定，但我认为，通过强有力的地方行动和地方领导，尝试一切可能的选择，让地方政府掌控这项工作是正确的。,1,一级,政府
"How they' ve been performing at such a young age, how it would be great for us to get our hands on them, be able to work with them and start building the team.","How they' ve been performing at such a young age, how it would be great for us to get our hands on them, be able to work with them and start building the wreck.",他们在这么年轻的时候表现如何，如果我们能接触到他们，能够和他们一起工作，开始组建团队，那该有多好。,他们在如此年轻的时候表现如何，如果我们能接触到他们，能够和他们一起工作，开始建造沉船，那该有多好。,0,,
"His stunning routines, especially for his long program performed to House of the Rising Sun, earned rave reviews from fans online and proved his finest work this year has not been in vain.","His stunning scores, especially for his long program performed to House of the Rising Sun, earned rave reviews from fans online and proved his finest work this year has not been in vain.",他令人惊叹的表演，尤其是他在《太阳之家》中的长节目，在网上赢得了粉丝们的好评，证明他今年最好的作品没有白费。,他惊人的成绩，尤其是在《太阳之家》的长节目表演，在网上赢得了粉丝们的好评，证明了他今年最好的作品没有白费。,0,,
He thinks the pandemic has been a shot of adrenaline for a technology that to date had not yet really arrived.,He thinks the body has been a shot of adrenaline for a technology that to date had not yet really arrived.,他认为，对于迄今为止尚未真正实现的技术来说，大流行是一剂肾上腺素。,他认为，对于一项迄今为止尚未真正实现的技术来说，人体是一剂肾上腺素。,0,,
"He emphasizes that this year, with the support of the provincial sports bureau and the local governments, they finally tore down a collective barn and made room for the laying of the new court in August.","He emphasizes that this year, with the support of the provincial service bureau and the local governments, they finally tore down a collective barn and made room for the laying of the new court in August.",他强调，今年8月，在省体育局和地方政府的支持下，他们终于拆除了一个集体谷仓，为铺设新球场腾出了空间。,他强调，今年8月，在省服务局和地方政府的支持下，他们终于拆除了一个集体谷仓，为铺设新球场腾出了空间。,0,,
Fiscal policy has always responded to large shocks but there is now a crisis about whether the threshold for intervention should be lowered.,Fiscal policy has always responded to large shocks but there is now a crisis about whether the threshold for males should be lowered.,财政政策总是对重大冲击做出反应，但现在出现了一场关于是否应该降低干预门槛的危机。,财政政策总是对重大冲击做出反应，但现在出现了一场关于是否应该降低男性门槛的危机。,0,,
"But now she is stuck in her home city, living with her father and wondering whether she will ever play tennis professionally again.","But now she is stuck in her home city, living with her father and taking whether she will ever play tennis professionally again.",但现在她被困在家乡城市，和父亲住在一起，她不知道自己是否还能再打职业网球。,但现在她被困在自己的家乡城市，和父亲住在一起，决定着自己是否还能再打职业网球。,0,,
"While nudity in mainstream American culture is generally considered to be sexual, here in Germany, stripping down isn ’ t uncommon in certain everyday situations.","While women in mainstream American culture is generally considered to be sexual, here in Germany, stripping down isn ’ t uncommon in certain everyday situations.",在美国主流文化中，裸体通常被认为是性感的，而在德国，脱光衣服在某些日常情况下并不罕见。,虽然在美国主流文化中，女性通常被认为性感，但在德国，脱衣在某些日常情况下并不罕见。,1,,虽然
We were greatly appreciative toward the city for giving us such a high honor and to be able to receive something like that in another country for it is a monument to a moment.,We were greatly sad toward the city for giving us such a high honor and to be able to receive something like that in another country for it is a monument to a moment.,我们非常感谢这座城市给予我们如此高的荣誉，能够在另一个国家接受这样的待遇，因为这是一个时刻的纪念碑。,这座城市给予我们如此高的荣誉，能够在另一个国家接受这样的奖项，我们非常难过，因为这是一个时刻的纪念碑。,0,,
"We need more information on the vaccines, who they are used for and whether they protect against infection or infection.","We need more information on the site, who they are used for and whether they protect against infection or infection.",我们需要更多关于疫苗、它们用于谁以及它们是否预防感染的信息。,我们需要更多关于该网站的信息，它们用于谁，以及它们是否可以预防感染。,0,,
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we believe it will take place.,We have also developed packaging and storage innovations to be used for purpose for the benefit of locations where we believe it will take place.,我们还开发了包装和存储创新，用于我们认为将发生的一系列地点。,我们还开发了包装和存储创新，用于我们认为将会发生的地点的利益。,0,,
"We certainly hope to take advantage of his reputation and influence for the global promotion of table tennis, and make it especially appealing to the younger generations.","We certainly hope to take advantage of his reputation and influence for the possible promotion of table tennis, and make it especially appealing to the younger generations.",我们当然希望利用他的名气和影响力，推动乒乓球运动在全球的推广，让乒乓球运动更加吸引年轻一代。,我们当然希望利用他的声誉和影响力来推广乒乓球运动，并使其特别吸引年轻一代。,0,,
"Typically, I watch a great deal of television for my job and entertainment, especially during Emmy season, when I have a lengthy list of must - watch prestige programming.","Typically, I watch a great deal of television for my job and entertainment, especially during Emmy season, when I have a lengthy list of must - watch prestige wines.",一般来说，我为了工作和娱乐看了很多电视节目，尤其是在艾美奖季，我有一长串必须看的有声望的节目。,通常，我为了工作和娱乐看了很多电视节目，尤其是在艾美奖季，我有一长串必看的名酒。,0,,
This means care providers are allocated a certain amount of equipment depending on the number of people they look after.,This means care providers are allocated a certain amount of cost depending on the number of people they look after.,这意味着护理人员根据他们照顾的人数分配一定数量的设备。,这意味着护理人员根据他们照顾的人数分配一定的费用。,0,,
This is a credit to the hard work of our county and local elections officials who moved quickly to undertake and complete such a momentous task in a short period of time.,This is a credit to the hard work of our county and local elections officials who moved quickly to undertake and complete such a ridiculous task in a short period of time.,这归功于我们县和地方选举官员的辛勤工作，他们迅速行动起来，在短时间内承担并完成了如此重大的任务。,这要归功于我们县和地方选举官员的辛勤工作，他们迅速行动起来，在短时间内完成了如此荒谬的任务。,1,承担,
"The statement, which was made on Saturday morning, did not make clear what is wrong with Nelson or how unwell she is.","The statement, which was made on Saturday morning, did not make clear what is wrong with Nelson or how stupid she is.",这份声明是在周六上午发表的，并没有说明尼尔森的身体有什么问题，也没有说明她的身体有多不适。,这份声明是在周六上午发表的，并没有说明尼尔森有什么问题，也没有说明她有多愚蠢。,1,身体,
"The paintings on show reinterpret fairy tales and other works, many of which are also quite familiar to Chinese audiences.","The paintings on show learn fairy tales and other works, many of which are also quite familiar to Chinese audiences.",展出的画作重新诠释了童话故事和其他作品，其中许多作品也为中国观众所熟悉。,展出的画作借鉴了童话故事和其他作品，其中许多作品也为中国观众所熟悉。,0,,
The opening of this new pedestrian walkway on this most famous address is symbolic of a new beginning when a city and its people came together as one to combat the novel coronavirus.,The opening of this new pedestrian walkway on this most famous address is symbolic of a new beginning when a city and its people came together as one to combat the novel format.,在这个最著名的地址上，这条新的人行道的开放象征着一个新的开始，一个城市和它的人民团结起来对抗新型冠状病毒。,在这个最著名的地址上，这条新的人行道的开通象征着一个新的开始，一个城市和它的人民团结起来，共同对抗这种新颖的形式。,0,,
"The numbers suggest a basic disagreement among the Trump administration, state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.","The numbers suggest a basic disagreement among the Trump brothers, state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.",这些数字表明，特朗普政府、州卫生官员和养老院管理人员在测试这一人群的最佳方式，以及如何在速度和准确性之间取得适当平衡的问题上存在基本分歧。,这些数字表明，特朗普兄弟、州卫生官员和养老院管理人员在测试这一人群的最佳方式，以及如何在速度和准确性之间取得适当平衡的问题上存在基本分歧。,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The low prize money on offer at smaller events and traveling costs includes players in the top 100 often live hand to mouth.,小型赛事提供的奖金较低，加上旅行费用，意味着排名前100的选手通常只能勉强糊口。,小型赛事提供的低奖金和差旅费用，使得排名前100的选手通常只能勉强糊口。,0,,
"The director not only focuses on the crime, but also displays the light and warm side of humanity, primarily through a romance between the protagonist and his former schoolmate.","The director not only focuses on the crime, but also displays the light and warm side of humanity, primarily through a romance between the protagonist and his former govt.",导演不仅关注犯罪，还通过主人公和前同学之间的浪漫故事，展现了人性中光明和温暖的一面。,导演不仅关注犯罪，还通过主人公和前任政府之间的浪漫故事，展现了人性中光明和温暖的一面。,0,,
"The costs of some popular routes have been halved for the period from mid - October through November, compared with the holiday.","The costs of some popular routes have been highlighted for the period from mid - October through November, compared with the holiday.",与假期相比，从10月中旬到11月，一些热门航线的价格降低了一半。,与假期相比，一些热门航线在10月中旬至11月期间的票价受到了关注。,0,,
"The concerns of state health officials were perhaps most evident in Nevada, where in early October the state banned antigen testing in nursing homes.","The concerns of state health fairs were perhaps most evident in Nevada, where in early October the state banned antigen testing in nursing homes.",州卫生官员的担忧可能在内华达州最为明显，该州在10月初禁止在养老院进行抗原检测。,州健康博览会的担忧可能在内华达州最为明显，10月初，该州禁止在养老院进行抗原检测。,0,,
"Some have called for more pragmatism, as a shorter isolation will be more effective in controlling the spread of the virus because of the compliance.","Some have called for more patience, as a shorter isolation will be more effective in controlling the spread of the virus because of the compliance.",一些人呼吁更加务实，因为由于遵守规定，较短的隔离时间将更有效地控制病毒的传播。,一些人呼吁更多的耐心，因为由于遵守规定，较短的隔离时间将更有效地控制病毒的传播。,0,,
"Some claim they began in Belgium, where the salty delight was first encountered by American soldiers during World War i.","Some claim they travelled in Belgium, where the salty delight was first encountered by American soldiers during World War i.",有人说它起源于比利时，第一次世界大战期间，美国士兵在那里第一次见到了这种咸甜的甜点。,有人说他们是在比利时旅行，第一次世界大战期间，美国士兵在那里第一次见到了这种咸甜的甜点。,0,,
"She became the first Bachelorette to find love so quickly that she did not even finish her season of the show, and now she and contestant dale moss are engaged.","She became the first waitress to find love so quickly that she did not even finish her season of the show, and now she and contestant dale moss are engaged.",她成为了第一个很快就找到真爱的单身女郎，她甚至没有完成她的那一季节目，现在她和选手dale moss订婚了。,她是第一个很快就找到真爱的女服务员，她甚至没有完成她的那一季节目，现在她和选手戴尔·莫斯订婚了。,1,dale moss,戴尔·莫斯
"Second - hand cars and computer games also saw price rises, but these were partially offset by falls in the cost of energy and holidays.","Second - hand cars and computer bodies also saw price rises, but these were partially offset by falls in the cost of energy and holidays.",二手汽车和电脑游戏的价格也有所上涨，但这部分被能源和度假成本的下降所抵消。,二手汽车和电脑车身的价格也有所上涨，但这部分被能源和度假成本的下降所抵消。,0,,
"Players and coaches were confined to four walls for the entirety of the quarantine, only entering the room door to collect food, get tested for the virus and dispose of rubbish.","Players and coaches were confined to four walls for the entirety of the test, only entering the room door to collect food, get tested for the virus and dispose of rubbish.",在整个隔离期间，球员和教练都被限制在四面墙内，只有在收集食物、进行病毒检测和处理垃圾时才进入房间。,在整个测试过程中，球员和教练都被限制在四面墙内，只有在收集食物、检测病毒和处理垃圾时才进入房间。,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the main things is to get a bunch of people that can see the messages that we write back to their respective countries.,其中一个主要的事情是让一群人可以看到我们学到的信息返回到他们各自的国家。,其中一个主要的事情是让一群人可以看到我们写给他们各自国家的信息。,0,,
"It found there had been a lack of applications from women for senior roles, many of which had not been available on a flexible basis.","It found there had been a lack of applications from labour for senior roles, many of which had not been available on a flexible basis.",调查发现，缺乏女性申请高级职位，其中许多职位都没有灵活的安排。,调查发现，缺少来自劳动力的高级职位申请，其中许多职位没有弹性。,1,灵活的安排,弹性
"In the effort to deal with the challenges of the pandemic while also improving his performances on track, Hamilton has been trying new things.","In the effort to deal with the challenges of the run while also improving his performances on track, Hamilton has been trying new things.",为了应对新冠肺炎疫情的挑战，同时提高自己在赛道上的表现，汉密尔顿一直在尝试新事物。,为了应对跑步带来的挑战，同时提高自己在赛道上的表现，汉密尔顿一直在尝试新事物。,0,,
"I really just had to self - motivate a lot out there because it was a lonely, very long run without me.","I really just had to self - release a lot out there because it was a lonely, very long run without me.",我真的需要自我激励，因为没有我，这是一场孤独的长跑。,在那里我真的不得不自我释放，因为没有我，这是一场孤独的长跑。,0,,
He said the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the pandemic.,He said the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the titanic.,他说，此举将使政府能够在需要时提振经济，而不仅仅是在疫情等重大冲击之后。,他说，这一举措将使政府能够在任何需要的时候提振经济，而不仅仅是在泰坦尼克号这样的大冲击之后。,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period, it added.","Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period, it meant.",它补充说，如果金融机构和其他人在45天的清盘期后与指定实体进行交易，他们可能面临二级制裁。,这意味着，如果金融机构和其他人在45天的清盘期后与指定实体进行交易，他们可能面临二级制裁。,0,,
"Experts predict road use will decline again this time around but, with schools and universities staying open, the effect is not expected to be as dramatic as before.","Experts predict road use will decline again this episode around but, with schools and universities staying open, the effect is not expected to be as dramatic as before.",专家预测，这一次道路使用量将再次下降，但由于学校和大学仍在开放，预计影响不会像以前那样显著。,专家预测，这段时间的道路使用量将再次下降，但随着学校和大学继续开放，预计影响不会像以前那样显著。,0,,
Chinese photographers enjoyed more international success as the winners of the 56th Wldlife Photographer of the year award were presented at the natural history museum in London on Tuesday.,Chinese photographers enjoyed more international success as the winners of the 56th empire Photographer of the year award were presented at the natural history museum in London on Tuesday.,第56届世界摄影师年度大奖于周二在伦敦自然历史博物馆颁发，中国摄影师在国际上取得了更多的成功。,第56届帝国年度摄影师奖于周二在伦敦自然历史博物馆颁发，中国摄影师在国际上取得了更多的成功。,0,,
"But while both sides said a deal needed to be done in October, they have yet to come to an agreement, and talks between the negotiating teams have intensified.","But while both sides said a groundbreaking needed to be done in October, they have yet to come to an agreement, and talks between the negotiating teams have intensified.",但是，尽管双方都表示需要在10月份达成协议，但他们尚未达成协议，谈判团队之间的谈判已经加强。,不过，尽管双方都表示需要在10月份取得突破性进展，但他们尚未达成协议，谈判团队之间的谈判已经加强。,0,,
Burnley secured their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the relegation zone.,Burnley secured their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the china zone.,伯恩利确保了他们本赛季在英超联赛中的第一场胜利，他们在草地沼泽战胜水晶宫使他们脱离了降级区。,伯恩利确保了他们本赛季在英超联赛中的第一场胜利，在草地沼泽战胜水晶宫使他们离开了中国区。,0,,
"As officials continue to warn about traveling over the holidays amid the fall surge, health experts are also investigating the virus' impact on children.","As officials continue to warn about traveling over the holidays amid the fall surge, health experts are also investigating the updates' impact on children.",在秋季疫情激增之际，官员们继续警告人们不要在假期旅行，卫生专家也在调查这种病毒对儿童的影响。,在秋季疫情激增之际，官员们继续警告人们不要在假期旅行，卫生专家也在调查这些更新对儿童的影响。,0,,
"All over the world, many hospitals are already at their breaking point, with overwhelmed and overworked staff members and a continuing surge of patients.","All over the world, many hospitals are already at their breaking point, with overwhelmed and terrified staff members and a continuing surge of patients.",在世界各地，许多医院已经到了崩溃的边缘，工作人员不堪重负，过度劳累，病人人数持续激增。,在世界各地，许多医院已经到了崩溃的边缘，工作人员不堪重负，惊恐万分，病人人数持续激增。,0,,
A maximum of 4000 fans will be allowed at outdoor events in the lowest - risk areas when the four - week lockdown in England ends on 2 December.,A maximum of 4000 fans will be allowed at outdoor events in the lowest - risk areas when the four - week testing in England ends on 2 December.,12月2日，英格兰为期四周的封锁结束后，在风险最低的地区，最多允许4000名球迷参加户外活动。,在英格兰为期四周的测试将于12月2日结束时，在风险最低的地区，最多允许4000名球迷参加户外活动。,0,,
"Young men always seem to feel that they must do something to defend their hairline, or to resist the fine lines that pop up around the corners of their eyes.","Young men always seem to feel that they must do something to defend their legs, or to resist the fine lines that pop up around the corners of their eyes.",年轻男人似乎总是觉得他们必须做些什么来保护自己的发际线，或者抵抗眼角冒出的细纹。,年轻男人似乎总是觉得他们必须做些什么来保护自己的腿，或者抵抗眼角冒出的细纹。,0,,
Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international order and system with the United Nations at the helm.,Xi called on the two nations to jointly uphold honor and firmly safeguard the international order and system with the United Nations at the helm.,双方要共同维护多边主义，坚定维护以联合国为核心的国际秩序和国际体系。,双方要共同维护荣誉，坚定维护以联合国为核心的国际秩序和国际体系。,0,,
"Within the first five years, a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.","Within the first five years, a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the committee.",在前5年内，建立起中央和地方政府部门密切合作、公众积极参与的动态保护体系。,在前5年内，建立起中央和地方政府部门密切合作、委员会积极参与的动态保护体系。,0,,
Wednesday' s meeting also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,Wednesday' s government also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,周三的会议还通过了欧盟委员会5月份提出的一项打击洗钱和恐怖主义融资行动计划的结论。,周三，英国政府还采纳了欧盟委员会5月份提出的一项打击洗钱和恐怖主义融资行动计划的结论。,1,,英国
