S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
A hotly - contested case about insurance payouts for small business who were unable to trade owing to lockdown heads to the Supreme Court on Monday.,the Supreme Court on Monday.,周一，一个关于因封锁而无法交易的小企业保险赔付的激烈争议案件将提交最高法院。,周一在最高法院。,0,,
invaluable information and data that ultimately then can form solutions.,invaluable information and data,宝贵的信息和数据，最终可以形成解决方案。,宝贵的信息和数据,0,,
We have also developed packaging and storage innovations to be used for purpose for the range of locations where we believe it will take place.,locations where we believe it will take place.,我们还开发了包装和存储创新，用于我们认为将要发生的一系列地点。,我们相信它将发生的地点。,0,,
"Typically , I watch a great deal of television for my job and entertainment , especially during Emmy season , when I have a lengthy list of must - watch prestige programming.",a lengthy list of must - watch,通常，我看大量的电视是为了我的工作和娱乐，特别是在艾美奖季，当我有一长串必须看的节目时。,一长串必须 - 观看,0,,
"Tsiodras said that the healthcare system will be under more pressure in the coming years , and that hospital admissions will not be confined to the elderly.",more pressure in the coming years,Tsiodras说，未来几年医疗保健系统将面临更大的压力，住院将不仅限于老年人。,未来几年压力更大,0,,
pop stars such as Miley Cyrus and Justin Bieber,Miley Cyrus and Justin Bieber,麦莉赛勒斯和贾斯汀比伯等流行歌星,麦莉赛勒斯和贾斯汀比伯,0,,
"This refers to the increase in demand for screens and laptops as more people work from home , nd use online meeting platforms like Zoom.",nd use online meeting platforms,这是指随着越来越多的人在家工作，以及使用Zoom等在线会议平台，对屏幕和笔记本电脑的需求增加。,使用在线会议平台,0,,
This means care providers are allocated a certain amount of equipment depending on the number of people they look after.,a certain amount of equipment,这意味着护理提供者根据他们照顾的人数分配一定数量的设备。,一定数量的设备,0,,
This is a credit to the hard work of our county and local elections officials who moved quickly to undertake and complete such a momentous task in a short period of time.,the hard work of our county,这要归功于我们县和地方选举官员的辛勤工作，他们迅速采取行动，在短时间内承担并完成了如此重大的任务。,我们县的辛勤工作,0,,
There will not be many more positives to take from this sorry spectacle although victory was managed with so many young players involved with internationals away with Wales.,so many young players,这场令人遗憾的场面不会有更多的积极因素，尽管胜利是由这么多年轻球员与威尔士客场的国际球员一起取得的。,这么多年轻球员,0,,
"Theo Walcott said he "" feels like a kid again "" after scoring his first try since joining Southampton in their Premier League draw at Wolves.",their Premier League draw,沃尔科特说，自从加盟南安普顿在英超战平狼队后，他“感觉又像个孩子了”。,他们的英超抽签,1,,抽签
this new pedestrian walkway on this most famous address,this new pedestrian walkway,这个最著名的地址上的这条新的人行道,这条新的人行道,0,,
state health officials and nursing home administrators over the best way,state health officials and nursing home administrators,州卫生官员和疗养院管理人员的最佳方法,州卫生官员和疗养院管理人员,0,,
"The newly reinvigorated Ocean Park allows visitors to chill out and get closer to home with a variety of exclusive offers and new outdoor initiatives , while also ensuring strict anti - pandemic measures are in place to protect their health.",strict anti - pandemic measures,重新焕发活力的海洋公园为游客提供各种独家优惠和新的户外活动，让游客放松一下，离家更近，同时确保采取严格的防疫措施以保护他们的健康。,严格的防疫措施,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The low prize money,小型赛事提供的低奖金和旅行费用意味着前 100 名的玩家经常亲自动手。,低奖金,0,,
"The guidelines previously said the virus spreads only through breathing in respiratory droplets , touching contaminated surfaces and common greetings like kisses and hugs.",surfaces and common greetings,该指南此前表示，该病毒仅通过吸入呼吸道飞沫，接触受污染的表面以及亲吻和拥抱等常见问候来传播。,表面和常见问候语,0,,
"The director not only focuses on the crime , but also displays the light and warm side of humanity , primarily through a romance between the protagonist and his former schoolmate.",the light and warm side,导演不仅聚焦犯罪，还展现了人性光明温暖的一面，主要是通过主角和昔日同学的一段恋情。,轻盈温暖的一面,1,光明,轻盈
mid - October through November,mid - October,10月中旬至11月,10月中旬,0,,
"The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes.",state health officials,州卫生官员的担忧在内华达州最为明显，该州在十月初禁止在疗养院进行抗原检测。,州卫生官员,0,,
"The ancestral sauce of black tucupi is making its way onto the menus of some of South America ’ s best restaurants , bringing a new sense of pride to an age - old tradition.",South America ’ s,黑图库皮的祖传酱汁正在进入南美洲一些最好的餐厅的菜单上，为一个古老的传统带来了新的自豪感。,南美洲的,0,,
"Some claim they began in Belgium , where the salty delight was first encountered by American soldiers during World War i.",World War i.,有人声称他们起源于比利时，第一次世界大战期间美国士兵第一次遇到咸味。,第一次世界大战。,0,,
"She became the first Bachelorette to find love so quickly that she did not even finish her season of the show , and now she and contestant dale moss are engaged.",contestant dale moss,她成为第一个如此迅速地找到爱情的单身女郎，以至于她甚至没有完成她的节目季，现在她和参赛者戴尔·莫斯订婚了。,参赛者戴尔·莫斯,0,,
"Second - hand cars and computer games also saw price rises , but these were partially offset by falls in the cost of energy and holidays.",the cost of energy and holidays.,二手车和电脑游戏的价格也有所上涨，但这些都被能源和假期成本的下降所部分抵消。,能源和假期的成本。,0,,
"Romanelli , who has spent six years living in China , attributed this exceptional performance in part to the government ' s comprehensive approach to public health measures and policies that protect business and incentivize investment.",the government ' s comprehensive approach,罗曼内利在中国生活了六年，他将这一杰出的表现部分归功于政府对保护企业和激励投资的公共卫生措施和政策的全面处理。,政府的综合方针,1,全面处理,综合方针
"Players and coaches were confined to four walls for the entirety of the quarantine , only entering the room door to collect food , get tested for the virus and dispose of rubbish.",four walls for the entirety of the quarantine,在整个隔离期间，球员和教练被限制在四面墙内，只能进入房间门收集食物，接受病毒检测和处理垃圾。,整个隔离区的四面墙,0,,
One theory has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,4 billion years,一种理论认为，月球是在大约40亿年前形成的，当时一颗与火星大小相当的行星撞向地球。,40亿年,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the main things,主要的事情之一是让一群人能够看到我们学到的信息回到他们各自的国家。,主要事情之一,0,,
"part of this broader movement , which was directed against industrial modernity , against the new society that emerged in the late 19th century.",the late 19th century.,这个更广泛的运动的一部分，是针对工业现代性的，反对19世纪后期出现的新社会。,19世纪末。,0,,
Mwendwa said he felt honored to be among the growing army of local people who deal with smartphones from his holdings.,local people who deal with smartphones from his holdings.,Mwendwa说，他很荣幸能成为越来越多的当地人中的一员，他们处理他持有的智能手机。,处理他持有的智能手机的当地人。,0,,
"a lack of applications from women for senior roles , many of which had not been available on a flexible basis.",women for senior roles,缺乏女性对高级职位的申请，其中许多职位没有灵活提供。,担任高级职务的女性,1,,担任
"It also means that elective surgeries are being put off for things like hip replacements , for cancer patients or heart surgery in some cases.",things like hip replacements,这也意味着选择性手术被推迟，例如髋关节置换术，在某些情况下，癌症患者或心脏手术。,诸如髋关节置换术之类的事情,0,,
"the eyes of Zhang Luowei , who has worked with her","Zhang Luowei , who has worked with her",与她共事过的张洛薇的眼神,曾与她合作过的张洛威,0,,
"In recent years , an increasing number of food writers and artists have been modernizing Chinese cooking while looking deeper into its origins , notably wok hei.",food writers and artists,近年来，越来越多的美食作家和艺术家开始将中国烹饪现代化，同时深入研究其起源，特别是炒锅。,美食作家和艺术家,0,,
"In it , he wrote about run - ins with burglars who left easter eggs as their calling card , or a stolen horse that was wrecking local cars.",burglars who left easter eggs as their calling card,在书中，他写到与窃贼一起逃跑，他们留下了复活节彩蛋作为他们的名片，或者一匹被盗的马正在破坏当地的汽车。,留下复活节彩蛋作为名片的窃贼,0,,
"its suitability for watersports like fishing , sailing and snorkeling.","watersports like fishing , sailing and snorkeling.",它适合钓鱼，帆船和浮潜等水上运动。,水上运动，如钓鱼、帆船和浮潜。,0,,
He said the move would allow the government to boost the economy whenever it is needed rather than just after a large shock such as the pandemic.,a large shock such as the pandemic.,他说，此举将使政府能够在需要时提振经济，而不仅仅是在大流行等大冲击之后。,像大流行这样的大冲击。,0,,
HHS bought millions of rapid tests to distribute to nursing homes as the federal government imposed new mandates for the facilities to test staffers at least once a month.,millions of rapid tests,HHS购买了数百万份快速检测试剂，分发给养老院，因为联邦政府要求这些设施每月至少对工作人员进行一次检测。,数以百万计的快速检测,1,试剂,
the rarely - seen blanket octopus to alien - like planktonic critters,alien - like planktonic critters,罕见的毯状章鱼到外星人 - 像浮游生物,外星人 - 像浮游生物,0,,
"For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back.",everyone involved in table tennis,对于我们的球员，对于我们的球迷和参与乒乓球的每个人来说，今天是恢复我们的运动的日子。,参与乒乓球的每个人,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period , it added.",a 45 - day wind - down period,它补充说，如果金融机构和其他人在45天的缓冲期后与指定实体进行交易，可能会面临二级制裁。,45天的风停期,1,缓冲期,风停期
"Even on a hot summer day , expect them to be bracing , as they come in from the Atlantic and remain ice - cold year - round as a result.",a hot summer day,即使在炎热的夏日，预计它们也会振作起来，因为它们从大西洋进来，因此全年保持冰冷。,炎热的夏日,0,,
"During the national day holiday , Xinjiang and Ningxia were among the top two destinations that saw the fastest spending growth on a daily basis , according to UnionPay data.",the fastest spending growth,根据银联的数据，在国庆假期期间，新疆和宁夏是每日消费增长最快的两个目的地之一。,支出增长最快,0,,
"Despite the impact of the coronavirus pandemic , hilton has gradually restored and further developed its business at a steady pace in 2020.",the impact of the coronavirus pandemic,尽管受到冠状病毒大流行的影响，希尔顿在2020年仍以稳健的速度逐步恢复并进一步发展其业务。,冠状病毒大流行的影响,0,,
"Despite the downgrading , the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.",the Honduran government on Wednesday,尽管降级，洪都拉斯政府周三宣布全国进入紧急状态。,洪都拉斯政府周三,0,,
the 56th Wldlife Photographer of the year award,the 56th Wldlife Photographer,第56届Wldlife年度摄影师奖,第56届Wldlife摄影师,0,,
Cesc Fabregas is well known for his technical ability and eye for a pass but the Spanish soccer star has turned his attention to a very different part of the game.,a very different part of the game.,法布雷加斯以其技术能力和传球眼光而闻名，但这位西班牙足球明星已经将注意力转向了比赛中一个非常不同的部分。,游戏中一个非常不同的部分。,0,,
"But there is one Woods landmark McIlroy can emulate at the Masters , which was open until November because of the coronavirus pandemic.",one Woods landmark,但是有一个伍兹里程碑麦克罗伊可以在大师赛上效仿，由于冠状病毒大流行，大师赛一直开放到 11 月。,一个伍兹地标,1,里程碑,地标
"But most people recognise him for what he is , the Pied piper incarnate , appointed by Hamelin to impersonate its simultaneously favourite and least favourite adopted son.",the Pied piper incarnate,但大多数人都认出他是什么，由哈梅林任命的Pied吹笛手化身，冒充它同时喜欢和最不喜欢的养子。,吹笛人化身,1,Pied,
Burnley secured their first win in the Premier League this season as victory over Crystal Palace at Turf Moor moved them out of the relegation zone.,Crystal Palace at Turf Moor,伯恩利获得了本赛季在英超联赛中的首场胜利，在特夫摩尔击败水晶宫使他们脱离了降级区。,特夫摩尔水晶宫,0,,
"Borrowers who have not yet had a mortgage holiday can request from their bank a pause in payment , that can last up to six months.","payment , that can last up to six months.",尚未享受抵押贷款假期的借款人可以要求银行暂停付款，最长可达六个月。,付款 ，可以持续长达六个月。,0,,
positive feedbacks from Chinese tourists who say they like Puangmanee durian.,Chinese tourists who say they like Puangmanee durian.,中国游客的积极反馈，他们说他们喜欢Puangmanee榴莲。,说喜欢Puangmanee榴莲的中国游客。,0,,
"Bairstow , who has represented England in every format of the game , has been recently playing in the Indian Premier League with Sunrisers Hyderabad.",every format of the game,贝尔斯托代表英格兰参加了各种形式的比赛，最近在印度超级联赛中效力于海得拉巴的Sunrisers。,各种形式的游戏,0,,
"As officials continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.",the virus ' impact,随着官员们继续警告在秋季激增期间旅行，健康专家也在调查病毒对儿童的影响。,病毒的影响,0,,
"a kind of fancy , creamy casserole","fancy , creamy casserole",一种花哨的奶油砂锅,花式奶油砂锅,0,,
"All over the world , many hospitals are already at their breaking point , with overwhelmed and overworked staff members and a continuing surge of patients.",a continuing surge of patients.,在世界各地，许多医院已经处于崩溃的边缘，工作人员不堪重负，过度劳累，病人持续激增。,患者持续激增。,0,,
